issue_id,customer_id,issue_date,issue_month,issue_year,issue_type,resolution_time_hrs,resolved,city
22251,217,2022-12-10,December,2022,No Signal,65,Yes,chennai
22252,199,2023-01-06,January,2023,Call Drop,17,No,kolkata
22253,20,2023-07-10,July,2023,No Signal,31,Yes,hyderabad
22254,55,2022-10-19,October,2022,No Signal,70,Yes,mumbai
22255,246,2023-03-13,March,2023,Slow Internet,52,Yes,bangalore
22256,251,2022-09-04,September,2022,No Signal,26,Yes,kolkata
22257,60,2022-08-07,August,2022,Slow Internet,5,Yes,hyderabad
22258,163,2023-06-18,June,2023,No Signal,14,Yes,hyderabad
22259,202,2023-10-04,October,2023,No Signal,51,Yes,chennai
22260,227,2023-06-03,June,2023,Slow Internet,15,Yes,bangalore
22261,129,2024-02-23,February,2024,Slow Internet,12,Yes,bangalore
22262,462,2023-04-17,April,2023,Slow Internet,46,Yes,hyderabad
22263,45,2022-12-16,December,2022,Slow Internet,64,Yes,bangalore
22264,197,2022-02-13,February,2022,Slow Internet,59,Yes,chennai
22265,424,2024-01-22,January,2024,Slow Internet,26,Yes,hyderabad
22266,492,2024-05-27,May,2024,Slow Internet,29,Yes,delhi
22267,166,2022-03-06,March,2022,No Signal,4,Yes,delhi
22268,247,2022-09-03,September,2022,No Signal,50,Yes,chennai
22269,226,2023-08-08,August,2023,Slow Internet,25,Yes,chennai
22270,280,2022-03-12,March,2022,Call Drop,40,Yes,chennai
22271,260,2023-12-10,December,2023,Slow Internet,32,Yes,bangalore
22272,347,2023-12-02,December,2023,Call Drop,37,Yes,mumbai
22273,197,2022-06-07,June,2022,No Signal,10,Yes,chennai
22274,107,2023-04-20,April,2023,No Signal,38,Yes,chennai
22275,269,2024-04-21,April,2024,Call Drop,61,Yes,chennai
22276,232,2022-01-25,January,2022,No Signal,27,Yes,mumbai
22277,405,2024-04-29,April,2024,Slow Internet,7,Yes,chennai
22278,101,2023-08-06,August,2023,Call Drop,9,Yes,mumbai
22279,160,2024-04-04,April,2024,Call Drop,59,Yes,hyderabad
22280,422,2022-08-11,August,2022,No Signal,36,Yes,hyderabad
22281,95,2022-06-09,June,2022,Call Drop,30,No,mumbai
22282,416,2024-03-28,March,2024,Call Drop,19,Yes,bangalore
22283,207,2022-03-16,March,2022,Call Drop,41,Yes,mumbai
22284,313,2022-05-18,May,2022,No Signal,55,Yes,chennai
22285,432,2023-04-24,April,2023,Call Drop,6,Yes,mumbai
22286,414,2023-07-07,July,2023,Call Drop,22,Yes,delhi
22287,235,2022-10-30,October,2022,Slow Internet,70,Yes,kolkata
22288,327,2023-01-22,January,2023,Slow Internet,24,Yes,delhi
22289,422,2023-04-17,April,2023,Call Drop,62,Yes,hyderabad
22290,479,2022-11-30,November,2022,No Signal,42,Yes,mumbai
22291,428,2022-11-05,November,2022,Call Drop,22,Yes,bangalore
22292,154,2023-06-12,June,2023,No Signal,16,Yes,chennai
22293,100,2024-06-05,June,2024,Slow Internet,13,Yes,mumbai
22294,238,2023-12-02,December,2023,Slow Internet,37,Yes,mumbai
22295,107,2023-06-24,June,2023,Call Drop,52,Yes,chennai
22296,346,2022-06-12,June,2022,No Signal,24,Yes,chennai
22297,364,2024-06-16,June,2024,No Signal,17,Yes,delhi
22298,130,2024-04-08,April,2024,No Signal,16,Yes,kolkata
22299,299,2022-02-24,February,2022,Call Drop,1,Yes,bangalore
22300,493,2024-02-25,February,2024,No Signal,1,No,kolkata
22301,43,2023-03-31,March,2023,Slow Internet,30,Yes,hyderabad
22302,63,2022-11-01,November,2022,No Signal,24,Yes,kolkata
22303,73,2022-04-12,April,2022,No Signal,46,Yes,kolkata
22304,186,2023-07-08,July,2023,Call Drop,2,No,hyderabad
22305,117,2024-02-14,February,2024,Call Drop,15,No,kolkata
22306,304,2023-01-23,January,2023,Call Drop,29,Yes,delhi
22307,5,2023-11-14,November,2023,Call Drop,62,Yes,delhi
22308,475,2022-07-27,July,2022,Call Drop,13,Yes,delhi
22309,76,2022-11-11,November,2022,No Signal,65,Yes,mumbai
22310,291,2022-02-18,February,2022,No Signal,45,Yes,mumbai
22311,349,2023-07-26,July,2023,Call Drop,47,Yes,kolkata
22312,400,2023-06-02,June,2023,Call Drop,16,Yes,mumbai
22313,83,2022-05-28,May,2022,No Signal,3,Yes,bangalore
22314,433,2024-03-09,March,2024,Call Drop,70,Yes,chennai
22315,60,2022-07-30,July,2022,Slow Internet,5,Yes,hyderabad
22316,107,2023-01-07,January,2023,No Signal,26,Yes,chennai
22317,117,2023-10-24,October,2023,Slow Internet,15,Yes,kolkata
22318,307,2023-08-20,August,2023,No Signal,55,Yes,delhi
22319,383,2023-11-03,November,2023,No Signal,22,Yes,kolkata
22320,347,2022-02-16,February,2022,No Signal,37,Yes,mumbai
22321,82,2023-11-05,November,2023,No Signal,29,Yes,chennai
22322,315,2023-05-14,May,2023,No Signal,26,Yes,kolkata
22323,320,2022-06-04,June,2022,No Signal,70,No,hyderabad
22324,361,2022-08-18,August,2022,No Signal,11,Yes,chennai
22325,141,2022-10-27,October,2022,Call Drop,20,Yes,hyderabad
22326,222,2022-06-07,June,2022,Call Drop,70,No,bangalore
22327,410,2023-11-04,November,2023,Call Drop,33,Yes,bangalore
22328,70,2022-09-04,September,2022,Slow Internet,30,Yes,chennai
22329,387,2023-07-22,July,2023,No Signal,50,No,bangalore
22330,471,2022-05-31,May,2022,Call Drop,34,Yes,hyderabad
22331,12,2022-10-26,October,2022,Call Drop,5,No,kolkata
22332,297,2022-02-23,February,2022,Call Drop,12,Yes,chennai
22333,105,2022-08-11,August,2022,No Signal,52,Yes,kolkata
22334,207,2024-02-05,February,2024,No Signal,51,Yes,mumbai
22335,65,2023-08-03,August,2023,Slow Internet,21,Yes,delhi
22336,63,2023-07-19,July,2023,Slow Internet,71,Yes,kolkata
22337,178,2023-04-12,April,2023,No Signal,58,Yes,chennai
22338,431,2024-01-27,January,2024,Slow Internet,64,Yes,chennai
22339,8,2023-05-01,May,2023,Call Drop,6,No,mumbai
22340,159,2023-07-06,July,2023,Slow Internet,49,Yes,delhi
22341,11,2023-03-20,March,2023,Call Drop,37,Yes,mumbai
22342,273,2024-05-03,May,2024,Slow Internet,10,Yes,kolkata
22343,411,2024-05-12,May,2024,Call Drop,66,Yes,hyderabad
22344,380,2022-05-18,May,2022,Slow Internet,56,Yes,delhi
22345,95,2024-02-17,February,2024,Slow Internet,71,No,mumbai
22346,155,2023-10-12,October,2023,No Signal,66,Yes,mumbai
22347,206,2022-10-19,October,2022,No Signal,45,Yes,hyderabad
22348,115,2022-07-29,July,2022,Call Drop,68,Yes,bangalore
22349,379,2023-11-15,November,2023,No Signal,64,Yes,kolkata
22350,87,2023-11-28,November,2023,Call Drop,16,Yes,hyderabad
22351,312,2024-03-21,March,2024,No Signal,10,Yes,hyderabad
22352,197,2024-01-22,January,2024,No Signal,21,Yes,chennai
22353,350,2022-07-30,July,2022,Call Drop,12,Yes,delhi
22354,98,2024-05-24,May,2024,Slow Internet,13,Yes,chennai
22355,431,2023-10-25,October,2023,Call Drop,10,No,chennai
22356,19,2023-01-23,January,2023,Call Drop,13,Yes,kolkata
22357,313,2023-01-31,January,2023,Call Drop,34,Yes,chennai
22358,415,2022-05-04,May,2022,No Signal,59,Yes,delhi
22359,16,2023-07-15,July,2023,No Signal,49,Yes,bangalore
22360,45,2022-05-04,May,2022,No Signal,6,Yes,bangalore
22361,155,2022-03-09,March,2022,Call Drop,12,Yes,mumbai
22362,445,2023-04-20,April,2023,Slow Internet,29,Yes,chennai
22363,410,2022-12-24,December,2022,Slow Internet,26,Yes,bangalore
22364,231,2024-01-13,January,2024,Call Drop,68,Yes,delhi
22365,157,2023-04-01,April,2023,Call Drop,16,Yes,chennai
22366,113,2022-12-12,December,2022,Slow Internet,53,Yes,kolkata
22367,499,2023-06-05,June,2023,No Signal,19,Yes,delhi
22368,377,2024-02-17,February,2024,Call Drop,47,Yes,mumbai
22369,359,2023-09-29,September,2023,Slow Internet,32,Yes,mumbai
22370,383,2024-06-01,June,2024,Slow Internet,70,Yes,kolkata
22371,44,2024-04-12,April,2024,Slow Internet,70,Yes,mumbai
22372,365,2023-09-16,September,2023,No Signal,61,Yes,hyderabad
22373,413,2023-05-13,May,2023,Slow Internet,5,Yes,kolkata
22374,365,2022-11-24,November,2022,Slow Internet,59,Yes,hyderabad
22375,110,2022-11-26,November,2022,Slow Internet,2,Yes,hyderabad
22376,111,2023-07-20,July,2023,Call Drop,2,Yes,mumbai
22377,223,2023-03-03,March,2023,Call Drop,3,Yes,bangalore
22378,386,2023-03-19,March,2023,Call Drop,70,Yes,chennai
22379,390,2023-08-24,August,2023,Slow Internet,43,Yes,bangalore
22380,265,2022-04-05,April,2022,Slow Internet,5,Yes,delhi
22381,271,2024-05-20,May,2024,No Signal,50,Yes,kolkata
22382,212,2024-02-01,February,2024,Slow Internet,10,Yes,delhi
22383,496,2023-03-27,March,2023,No Signal,27,Yes,chennai
22384,314,2022-11-13,November,2022,Slow Internet,24,Yes,chennai
22385,258,2023-05-02,May,2023,No Signal,22,Yes,bangalore
22386,387,2023-11-09,November,2023,Call Drop,3,Yes,bangalore
22387,247,2024-01-09,January,2024,Slow Internet,16,Yes,chennai
22388,436,2023-10-10,October,2023,No Signal,30,Yes,delhi
22389,55,2024-06-14,June,2024,Call Drop,43,Yes,mumbai
22390,309,2023-07-31,July,2023,Call Drop,4,Yes,mumbai
22391,350,2022-01-05,January,2022,Slow Internet,40,No,delhi
22392,72,2023-09-24,September,2023,No Signal,16,Yes,kolkata
22393,296,2023-01-06,January,2023,No Signal,16,Yes,hyderabad
22394,213,2024-01-01,January,2024,No Signal,66,No,hyderabad
22395,295,2024-05-26,May,2024,Call Drop,55,Yes,delhi
22396,171,2023-07-09,July,2023,No Signal,20,Yes,bangalore
22397,246,2022-07-07,July,2022,Call Drop,51,Yes,bangalore
22398,141,2022-01-26,January,2022,No Signal,57,Yes,hyderabad
22399,104,2024-02-18,February,2024,Call Drop,51,Yes,kolkata
22400,105,2022-06-11,June,2022,Slow Internet,18,Yes,kolkata
22401,240,2024-01-15,January,2024,Call Drop,59,Yes,delhi
22402,421,2022-05-10,May,2022,No Signal,28,Yes,chennai
22403,311,2023-06-17,June,2023,Call Drop,69,No,chennai
22404,416,2024-06-01,June,2024,No Signal,28,Yes,bangalore
22405,398,2023-02-14,February,2023,Slow Internet,13,Yes,bangalore
22406,321,2023-10-02,October,2023,Call Drop,6,Yes,hyderabad
22407,411,2023-08-11,August,2023,Slow Internet,29,Yes,hyderabad
22408,280,2022-03-14,March,2022,Call Drop,9,No,chennai
22409,371,2022-08-21,August,2022,Call Drop,29,Yes,delhi
22410,369,2024-05-04,May,2024,Slow Internet,38,Yes,hyderabad
22411,22,2022-04-16,April,2022,Slow Internet,65,Yes,hyderabad
22412,78,2022-01-09,January,2022,Call Drop,56,Yes,kolkata
22413,301,2023-09-23,September,2023,Call Drop,30,Yes,delhi
22414,392,2022-02-19,February,2022,Call Drop,59,Yes,hyderabad
22415,475,2023-06-06,June,2023,Slow Internet,58,Yes,delhi
22416,195,2023-09-17,September,2023,No Signal,10,Yes,hyderabad
22417,320,2023-03-18,March,2023,Slow Internet,21,Yes,hyderabad
22418,353,2024-02-17,February,2024,Call Drop,56,Yes,delhi
22419,371,2023-08-13,August,2023,Call Drop,26,Yes,delhi
22420,431,2022-02-05,February,2022,Slow Internet,15,Yes,chennai
22421,21,2022-07-21,July,2022,Call Drop,35,Yes,hyderabad
22422,160,2024-04-03,April,2024,Call Drop,15,Yes,hyderabad
22423,232,2022-04-28,April,2022,Call Drop,6,No,mumbai
22424,361,2023-12-03,December,2023,Call Drop,28,No,chennai
22425,301,2024-01-24,January,2024,Call Drop,63,Yes,delhi
22426,44,2024-03-15,March,2024,No Signal,29,Yes,mumbai
22427,297,2022-06-18,June,2022,Slow Internet,48,No,chennai
22428,352,2023-05-27,May,2023,Slow Internet,63,Yes,bangalore
22429,180,2022-08-18,August,2022,Slow Internet,58,Yes,kolkata
22430,472,2023-07-14,July,2023,No Signal,21,Yes,bangalore
22431,395,2022-05-30,May,2022,No Signal,22,Yes,delhi
22432,101,2024-05-04,May,2024,Slow Internet,27,Yes,mumbai
22433,115,2022-07-27,July,2022,Slow Internet,57,Yes,bangalore
22434,213,2022-03-02,March,2022,Slow Internet,10,Yes,hyderabad
22435,18,2024-04-22,April,2024,Call Drop,22,Yes,delhi
22436,395,2022-04-27,April,2022,No Signal,44,Yes,delhi
22437,27,2022-08-27,August,2022,No Signal,28,No,delhi
22438,427,2024-06-01,June,2024,Call Drop,50,Yes,delhi
22439,358,2024-05-16,May,2024,No Signal,51,Yes,mumbai
22440,449,2022-02-17,February,2022,Slow Internet,1,Yes,delhi
22441,438,2023-03-24,March,2023,No Signal,34,Yes,hyderabad
22442,285,2024-01-27,January,2024,Call Drop,35,Yes,hyderabad
22443,149,2023-04-13,April,2023,Slow Internet,61,Yes,chennai
22444,285,2022-10-20,October,2022,No Signal,30,No,hyderabad
22445,137,2023-03-01,March,2023,Slow Internet,68,Yes,delhi
22446,189,2023-06-01,June,2023,No Signal,40,Yes,delhi
22447,190,2023-09-04,September,2023,Slow Internet,65,Yes,hyderabad
22448,199,2022-07-24,July,2022,Call Drop,37,Yes,kolkata
22449,102,2022-06-29,June,2022,Call Drop,64,Yes,delhi
22450,479,2023-06-13,June,2023,No Signal,1,Yes,mumbai
22451,91,2022-03-31,March,2022,No Signal,15,Yes,chennai
22452,490,2023-05-15,May,2023,Slow Internet,13,Yes,chennai
22453,224,2022-04-18,April,2022,Call Drop,29,No,delhi
22454,5,2022-07-09,July,2022,Slow Internet,55,Yes,delhi
22455,353,2022-06-29,June,2022,Call Drop,45,Yes,delhi
22456,15,2024-01-31,January,2024,Slow Internet,4,Yes,delhi
22457,441,2024-02-02,February,2024,Slow Internet,64,Yes,kolkata
22458,5,2022-01-20,January,2022,Slow Internet,15,Yes,delhi
22459,404,2022-12-25,December,2022,No Signal,48,Yes,hyderabad
22460,230,2023-09-01,September,2023,Call Drop,56,Yes,chennai
22461,357,2024-01-04,January,2024,No Signal,70,Yes,bangalore
22462,337,2023-10-18,October,2023,No Signal,15,Yes,mumbai
22463,114,2022-01-07,January,2022,Slow Internet,39,Yes,mumbai
22464,4,2024-05-11,May,2024,Call Drop,69,Yes,chennai
22465,184,2022-11-18,November,2022,No Signal,60,Yes,delhi
22466,213,2022-09-25,September,2022,Slow Internet,44,Yes,hyderabad
22467,247,2023-03-03,March,2023,Call Drop,43,Yes,chennai
22468,34,2022-10-23,October,2022,Call Drop,4,Yes,hyderabad
22469,296,2023-05-28,May,2023,No Signal,50,Yes,hyderabad
22470,453,2023-07-24,July,2023,Slow Internet,39,Yes,bangalore
22471,196,2023-01-22,January,2023,No Signal,54,Yes,kolkata
22472,406,2022-09-21,September,2022,Call Drop,23,Yes,hyderabad
22473,127,2022-03-31,March,2022,No Signal,60,Yes,delhi
22474,142,2023-05-03,May,2023,Slow Internet,35,Yes,kolkata
22475,452,2023-08-10,August,2023,Call Drop,54,Yes,delhi
22476,136,2024-05-02,May,2024,Slow Internet,58,Yes,chennai
22477,128,2022-09-18,September,2022,Slow Internet,62,Yes,bangalore
22478,323,2023-05-03,May,2023,Call Drop,48,Yes,mumbai
22479,174,2024-03-04,March,2024,Slow Internet,7,No,mumbai
22480,413,2022-12-07,December,2022,Slow Internet,45,No,kolkata
22481,218,2022-11-25,November,2022,Slow Internet,13,Yes,delhi
22482,114,2023-02-05,February,2023,Call Drop,53,Yes,mumbai
22483,375,2022-12-23,December,2022,Slow Internet,39,Yes,mumbai
22484,350,2024-01-25,January,2024,No Signal,18,Yes,delhi
22485,12,2023-05-14,May,2023,No Signal,22,Yes,kolkata
22486,463,2024-04-13,April,2024,Slow Internet,36,No,delhi
22487,244,2023-03-11,March,2023,No Signal,53,Yes,bangalore
22488,52,2022-04-29,April,2022,No Signal,3,Yes,chennai
22489,186,2022-02-16,February,2022,Call Drop,62,Yes,hyderabad
22490,233,2022-06-17,June,2022,Slow Internet,29,Yes,mumbai
22491,2,2022-12-14,December,2022,Call Drop,8,No,chennai
22492,1,2023-05-19,May,2023,Slow Internet,46,Yes,kolkata
22493,239,2023-06-23,June,2023,No Signal,56,Yes,hyderabad
22494,55,2022-10-23,October,2022,Call Drop,49,Yes,mumbai
22495,495,2023-05-28,May,2023,Call Drop,43,Yes,mumbai
22496,220,2022-06-23,June,2022,No Signal,10,Yes,bangalore
22497,104,2023-01-30,January,2023,No Signal,13,Yes,kolkata
22498,355,2023-11-10,November,2023,Slow Internet,57,Yes,bangalore
22499,418,2023-06-14,June,2023,Slow Internet,2,No,mumbai
22500,448,2023-08-26,August,2023,No Signal,65,Yes,mumbai
22501,324,2022-10-30,October,2022,No Signal,42,Yes,delhi
22502,338,2022-07-21,July,2022,Call Drop,58,Yes,delhi
22503,396,2023-06-17,June,2023,Call Drop,10,Yes,kolkata
22504,306,2022-06-05,June,2022,Slow Internet,63,Yes,bangalore
22505,277,2024-06-15,June,2024,Call Drop,71,Yes,chennai
22506,10,2022-01-14,January,2022,No Signal,61,Yes,bangalore
22507,341,2022-01-20,January,2022,No Signal,1,Yes,bangalore
22508,104,2024-01-26,January,2024,No Signal,26,Yes,kolkata
22509,345,2024-06-07,June,2024,No Signal,5,Yes,kolkata
22510,370,2023-04-02,April,2023,Slow Internet,35,Yes,kolkata
22511,465,2022-06-22,June,2022,No Signal,13,Yes,bangalore
22512,371,2023-03-21,March,2023,No Signal,27,Yes,delhi
22513,198,2022-05-02,May,2022,No Signal,12,Yes,kolkata
22514,14,2023-05-12,May,2023,No Signal,50,No,mumbai
22515,485,2022-07-03,July,2022,Slow Internet,59,Yes,delhi
22516,168,2024-03-30,March,2024,Slow Internet,31,Yes,delhi
22517,360,2023-08-03,August,2023,Call Drop,69,Yes,hyderabad
22518,338,2024-03-15,March,2024,Slow Internet,37,Yes,delhi
22519,30,2024-04-29,April,2024,Slow Internet,2,No,hyderabad
22520,457,2023-11-02,November,2023,Slow Internet,71,No,delhi
22521,14,2022-02-18,February,2022,Call Drop,65,Yes,mumbai
22522,238,2022-06-30,June,2022,No Signal,3,Yes,mumbai
22523,436,2024-03-17,March,2024,Call Drop,20,No,delhi
22524,366,2023-01-29,January,2023,No Signal,2,Yes,mumbai
22525,401,2023-01-28,January,2023,Slow Internet,42,Yes,chennai
22526,62,2022-12-14,December,2022,No Signal,43,Yes,delhi
22527,482,2023-04-21,April,2023,Call Drop,21,Yes,mumbai
22528,110,2022-05-21,May,2022,No Signal,45,Yes,hyderabad
22529,406,2023-06-14,June,2023,No Signal,20,No,hyderabad
22530,309,2023-10-14,October,2023,Slow Internet,43,Yes,mumbai
22531,160,2023-08-07,August,2023,No Signal,50,Yes,hyderabad
22532,332,2023-04-16,April,2023,No Signal,43,Yes,mumbai
22533,55,2024-01-24,January,2024,Slow Internet,24,Yes,mumbai
22534,249,2024-02-12,February,2024,Call Drop,60,Yes,bangalore
22535,464,2022-09-20,September,2022,Slow Internet,32,Yes,delhi
22536,256,2022-05-23,May,2022,No Signal,5,Yes,kolkata
22537,22,2023-12-08,December,2023,Slow Internet,2,Yes,hyderabad
22538,422,2022-05-26,May,2022,Slow Internet,26,Yes,hyderabad
22539,434,2022-10-21,October,2022,No Signal,25,Yes,bangalore
22540,103,2023-06-22,June,2023,Call Drop,50,Yes,delhi
22541,450,2023-05-24,May,2023,Slow Internet,39,Yes,mumbai
22542,301,2023-02-26,February,2023,Call Drop,11,Yes,delhi
22543,375,2023-07-25,July,2023,Slow Internet,63,Yes,mumbai
22544,264,2023-07-18,July,2023,No Signal,68,Yes,bangalore
22545,236,2023-02-21,February,2023,No Signal,18,Yes,kolkata
22546,321,2023-10-23,October,2023,Slow Internet,28,Yes,hyderabad
22547,233,2022-04-17,April,2022,Slow Internet,42,No,mumbai
22548,168,2022-11-14,November,2022,Slow Internet,60,Yes,delhi
22549,233,2022-02-28,February,2022,No Signal,22,Yes,mumbai
22550,5,2022-09-15,September,2022,Slow Internet,40,Yes,delhi
22551,45,2024-03-03,March,2024,No Signal,62,Yes,bangalore
22552,46,2023-03-01,March,2023,Slow Internet,3,Yes,delhi
22553,164,2023-06-15,June,2023,No Signal,71,Yes,chennai
22554,401,2022-06-15,June,2022,Slow Internet,63,No,chennai
22555,169,2022-01-25,January,2022,Call Drop,20,Yes,chennai
22556,414,2022-01-04,January,2022,Call Drop,71,No,delhi
22557,436,2022-01-03,January,2022,No Signal,71,No,delhi
22558,335,2023-02-22,February,2023,Slow Internet,26,Yes,kolkata
22559,404,2022-12-28,December,2022,Call Drop,41,Yes,hyderabad
22560,164,2023-01-04,January,2023,Slow Internet,3,Yes,chennai
22561,256,2023-06-23,June,2023,Slow Internet,43,Yes,kolkata
22562,66,2024-05-29,May,2024,Slow Internet,17,Yes,hyderabad
22563,429,2022-12-12,December,2022,Call Drop,53,Yes,hyderabad
22564,260,2024-01-01,January,2024,No Signal,52,Yes,bangalore
22565,434,2024-06-15,June,2024,Call Drop,33,Yes,bangalore
22566,88,2022-02-13,February,2022,No Signal,60,Yes,mumbai
22567,240,2023-12-25,December,2023,Call Drop,68,Yes,delhi
22568,311,2023-07-18,July,2023,Slow Internet,56,Yes,chennai
22569,59,2022-06-02,June,2022,Slow Internet,64,No,bangalore
22570,170,2022-07-21,July,2022,Slow Internet,8,Yes,delhi
22571,258,2022-11-17,November,2022,Call Drop,69,Yes,bangalore
22572,46,2023-04-09,April,2023,Call Drop,33,No,delhi
22573,2,2022-01-11,January,2022,No Signal,25,Yes,chennai
22574,434,2023-08-03,August,2023,Call Drop,71,Yes,bangalore
22575,129,2022-08-15,August,2022,No Signal,7,Yes,bangalore
22576,269,2023-09-25,September,2023,Call Drop,59,Yes,chennai
22577,326,2022-11-29,November,2022,Slow Internet,33,No,bangalore
22578,278,2023-04-14,April,2023,Call Drop,41,Yes,hyderabad
22579,17,2022-01-15,January,2022,Slow Internet,33,Yes,bangalore
22580,187,2022-02-26,February,2022,Call Drop,29,Yes,chennai
22581,497,2022-11-26,November,2022,No Signal,39,Yes,kolkata
22582,342,2022-03-05,March,2022,Call Drop,57,Yes,hyderabad
22583,491,2022-08-18,August,2022,Slow Internet,64,Yes,hyderabad
22584,326,2022-01-11,January,2022,Call Drop,66,Yes,bangalore
22585,116,2023-09-25,September,2023,No Signal,9,Yes,chennai
22586,259,2022-08-12,August,2022,No Signal,29,Yes,chennai
22587,366,2024-01-07,January,2024,No Signal,28,Yes,mumbai
22588,249,2023-09-29,September,2023,No Signal,53,Yes,bangalore
22589,198,2023-10-22,October,2023,Call Drop,46,Yes,kolkata
22590,337,2024-01-10,January,2024,No Signal,39,Yes,mumbai
22591,227,2023-06-26,June,2023,Call Drop,58,Yes,bangalore
22592,177,2023-05-21,May,2023,Call Drop,54,Yes,kolkata
22593,243,2023-06-06,June,2023,Call Drop,6,Yes,hyderabad
22594,434,2022-02-23,February,2022,No Signal,45,Yes,bangalore
22595,357,2023-11-29,November,2023,No Signal,40,Yes,bangalore
22596,495,2023-12-20,December,2023,Call Drop,23,Yes,mumbai
22597,35,2024-02-06,February,2024,Call Drop,42,Yes,chennai
22598,407,2022-06-06,June,2022,Call Drop,38,No,chennai
22599,456,2023-10-03,October,2023,Slow Internet,16,Yes,kolkata
22600,135,2023-07-24,July,2023,Slow Internet,47,Yes,chennai
22601,306,2023-02-09,February,2023,No Signal,21,Yes,bangalore
22602,10,2023-02-03,February,2023,Slow Internet,21,Yes,bangalore
22603,474,2023-12-08,December,2023,Call Drop,25,Yes,hyderabad
22604,183,2023-02-07,February,2023,Call Drop,61,Yes,hyderabad
22605,202,2024-06-18,June,2024,No Signal,54,Yes,chennai
22606,19,2023-08-11,August,2023,No Signal,60,Yes,kolkata
22607,23,2022-03-30,March,2022,Slow Internet,42,Yes,kolkata
22608,95,2024-05-15,May,2024,Call Drop,61,Yes,mumbai
22609,64,2023-08-16,August,2023,No Signal,32,Yes,bangalore
22610,417,2022-07-05,July,2022,No Signal,53,Yes,bangalore
22611,450,2024-04-17,April,2024,Slow Internet,44,Yes,mumbai
22612,220,2024-02-19,February,2024,No Signal,11,Yes,bangalore
22613,96,2024-06-13,June,2024,Slow Internet,47,Yes,hyderabad
22614,353,2022-03-20,March,2022,Call Drop,60,Yes,delhi
22615,265,2022-05-25,May,2022,Slow Internet,36,Yes,delhi
22616,381,2023-10-03,October,2023,No Signal,60,Yes,hyderabad
22617,157,2022-01-14,January,2022,Slow Internet,33,Yes,chennai
22618,207,2023-09-23,September,2023,Slow Internet,42,Yes,mumbai
22619,274,2022-01-02,January,2022,Call Drop,13,Yes,delhi
22620,338,2023-05-31,May,2023,Slow Internet,14,Yes,delhi
22621,246,2024-01-26,January,2024,No Signal,58,Yes,bangalore
22622,199,2022-03-07,March,2022,No Signal,40,Yes,kolkata
22623,462,2022-09-03,September,2022,Call Drop,65,Yes,hyderabad
22624,285,2023-08-25,August,2023,Call Drop,5,Yes,hyderabad
22625,498,2023-03-06,March,2023,Call Drop,30,Yes,delhi
22626,372,2023-11-21,November,2023,No Signal,45,Yes,chennai
22627,83,2023-07-26,July,2023,Slow Internet,58,Yes,bangalore
22628,317,2022-08-20,August,2022,No Signal,39,Yes,delhi
22629,133,2023-03-12,March,2023,No Signal,12,No,kolkata
22630,105,2022-12-19,December,2022,Call Drop,34,Yes,kolkata
22631,370,2023-11-19,November,2023,Call Drop,14,Yes,kolkata
22632,237,2023-11-10,November,2023,Slow Internet,38,Yes,chennai
22633,69,2023-01-18,January,2023,Slow Internet,16,Yes,mumbai
22634,184,2023-12-11,December,2023,Slow Internet,61,Yes,delhi
22635,118,2022-03-01,March,2022,Slow Internet,59,Yes,hyderabad
22636,180,2023-04-15,April,2023,No Signal,67,Yes,kolkata
22637,271,2023-02-15,February,2023,Slow Internet,11,Yes,kolkata
22638,90,2022-03-24,March,2022,No Signal,11,Yes,mumbai
22639,88,2022-03-15,March,2022,No Signal,16,Yes,mumbai
22640,83,2022-11-07,November,2022,Slow Internet,38,No,bangalore
22641,20,2023-03-30,March,2023,Slow Internet,30,Yes,hyderabad
22642,107,2022-01-26,January,2022,No Signal,41,Yes,chennai
22643,329,2023-03-02,March,2023,Call Drop,1,No,delhi
22644,348,2023-01-12,January,2023,Slow Internet,38,Yes,chennai
22645,272,2022-08-31,August,2022,Call Drop,60,Yes,chennai
22646,331,2024-04-14,April,2024,No Signal,19,Yes,bangalore
22647,98,2023-09-20,September,2023,Call Drop,59,Yes,chennai
22648,409,2022-11-19,November,2022,No Signal,68,Yes,kolkata
22649,232,2022-06-29,June,2022,Call Drop,10,Yes,mumbai
22650,375,2024-02-13,February,2024,Call Drop,17,Yes,mumbai
22651,57,2023-09-18,September,2023,Call Drop,29,Yes,delhi
22652,149,2022-09-23,September,2022,No Signal,6,Yes,chennai
22653,389,2023-07-04,July,2023,No Signal,66,Yes,bangalore
22654,459,2023-01-15,January,2023,No Signal,63,Yes,chennai
22655,235,2022-03-18,March,2022,Slow Internet,31,No,kolkata
22656,137,2023-09-06,September,2023,No Signal,25,Yes,delhi
22657,267,2023-06-08,June,2023,Slow Internet,21,No,chennai
22658,229,2024-03-24,March,2024,No Signal,16,Yes,hyderabad
22659,361,2022-02-18,February,2022,Slow Internet,4,Yes,chennai
22660,321,2022-09-11,September,2022,Call Drop,46,Yes,hyderabad
22661,447,2024-05-08,May,2024,Call Drop,8,Yes,delhi
22662,282,2023-01-15,January,2023,No Signal,6,Yes,mumbai
22663,202,2022-09-06,September,2022,Slow Internet,53,Yes,chennai
22664,232,2022-03-13,March,2022,Call Drop,64,Yes,mumbai
22665,19,2023-03-23,March,2023,Call Drop,51,Yes,kolkata
