usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category,heavy_usage_flag
15064,275,2024-03-20,March,2024,0.17,148,5G,Normal Usage,Normal User
15065,102,2023-06-05,June,2023,2.01,283,4G,Normal Usage,Normal User
15066,475,2024-03-03,March,2024,0.28,15,5G,Normal Usage,Normal User
15067,173,2023-04-18,April,2023,0.06,175,4G,Normal Usage,Normal User
15068,171,2022-09-15,September,2022,0.47,27,4G,Normal Usage,Normal User
15069,141,2022-10-02,October,2022,2.08,128,4G,Normal Usage,Normal User
15070,397,2024-01-20,January,2024,3.04,222,5G,Normal Usage,Normal User
15071,188,2022-01-20,January,2022,0.57,243,4G,Normal Usage,Normal User
15072,441,2023-05-05,May,2023,2.76,237,4G,Normal Usage,Normal User
15073,86,2024-01-15,January,2024,0.5,231,4G,Normal Usage,Normal User
15074,476,2023-05-05,May,2023,2.38,91,4G,Normal Usage,Normal User
15075,52,2024-01-03,January,2024,1.33,2,5G,Normal Usage,Normal User
15076,111,2022-11-22,November,2022,2.65,80,4G,Normal Usage,Normal User
15077,437,2023-06-13,June,2023,13.27,43,4G,High Usage,Heavy User
15078,365,2024-06-10,June,2024,6.94,154,4G,High Usage,Heavy User
15079,342,2022-03-30,March,2022,0.01,23,4G,Normal Usage,Normal User
15080,43,2023-05-01,May,2023,5.42,98,4G,Normal Usage,Normal User
15081,211,2023-12-09,December,2023,0.17,170,4G,Normal Usage,Normal User
15082,456,2022-12-16,December,2022,7.65,147,4G,High Usage,Heavy User
15083,500,2022-03-25,March,2022,0.83,122,4G,Normal Usage,Normal User
15084,200,2023-01-22,January,2023,1.2,111,4G,Normal Usage,Normal User
15085,298,2022-03-28,March,2022,0.24,129,4G,Normal Usage,Normal User
15086,346,2022-11-03,November,2022,0.3,67,4G,Normal Usage,Normal User
15087,240,2024-04-29,April,2024,3.24,216,4G,Normal Usage,Normal User
15088,115,2022-06-03,June,2022,7.22,95,4G,High Usage,Heavy User
15089,26,2023-03-16,March,2023,2.36,144,4G,Normal Usage,Normal User
15090,407,2024-01-10,January,2024,3.15,32,5G,Normal Usage,Normal User
15091,299,2022-09-21,September,2022,3.59,285,4G,Normal Usage,Normal User
15092,77,2024-01-05,January,2024,0.76,4,4G,Normal Usage,Normal User
15093,412,2023-02-25,February,2023,0.12,117,4G,Normal Usage,Normal User
15094,137,2023-05-08,May,2023,0.0,139,4G,Normal Usage,Normal User
15095,20,2023-09-25,September,2023,1.08,229,5G,Normal Usage,Normal User
15096,440,2023-02-15,February,2023,0.69,159,4G,Normal Usage,Normal User
15097,211,2022-06-22,June,2022,0.16,293,4G,Normal Usage,Normal User
15098,240,2022-01-04,January,2022,0.49,248,4G,Normal Usage,Normal User
15099,39,2024-05-03,May,2024,0.33,272,5G,Normal Usage,Normal User
15100,435,2023-10-02,October,2023,6.16,185,5G,High Usage,Heavy User
15101,268,2023-04-17,April,2023,0.38,39,4G,Normal Usage,Normal User
15102,207,2022-04-20,April,2022,1.93,223,5G,Normal Usage,Normal User
15103,479,2024-05-16,May,2024,2.25,151,4G,Normal Usage,Normal User
15104,439,2022-02-06,February,2022,1.96,139,4G,Normal Usage,Normal User
15105,462,2023-08-06,August,2023,0.26,127,4G,Normal Usage,Normal User
15106,267,2024-03-11,March,2024,0.96,146,4G,Normal Usage,Normal User
15107,154,2022-01-31,January,2022,0.13,284,4G,Normal Usage,Normal User
15108,42,2023-01-16,January,2023,1.26,217,5G,Normal Usage,Normal User
15109,411,2022-09-25,September,2022,0.52,219,4G,Normal Usage,Normal User
15110,11,2022-01-11,January,2022,2.06,144,4G,Normal Usage,Normal User
15111,294,2022-12-10,December,2022,2.95,276,4G,Normal Usage,Normal User
15112,98,2024-04-19,April,2024,1.9,241,4G,Normal Usage,Normal User
15113,427,2023-06-28,June,2023,1.42,59,4G,Normal Usage,Normal User
15114,275,2023-07-23,July,2023,1.22,97,4G,Normal Usage,Normal User
15115,448,2022-06-15,June,2022,4.61,180,4G,Normal Usage,Normal User
15116,390,2023-12-01,December,2023,0.62,113,4G,Normal Usage,Normal User
15117,430,2022-12-08,December,2022,3.31,102,4G,Normal Usage,Normal User
15118,372,2023-04-27,April,2023,3.54,56,4G,Normal Usage,Normal User
15119,230,2022-01-19,January,2022,1.36,284,4G,Normal Usage,Normal User
15120,369,2023-09-20,September,2023,0.88,128,4G,Normal Usage,Normal User
15121,426,2022-07-03,July,2022,1.59,85,4G,Normal Usage,Normal User
15122,220,2024-02-21,February,2024,0.24,199,4G,Normal Usage,Normal User
15123,65,2023-06-29,June,2023,0.12,70,4G,Normal Usage,Normal User
15124,355,2022-01-10,January,2022,0.3,97,5G,Normal Usage,Normal User
15125,232,2023-08-15,August,2023,0.52,299,5G,Normal Usage,Normal User
15126,328,2022-07-11,July,2022,1.75,175,5G,Normal Usage,Normal User
15127,443,2022-11-16,November,2022,4.73,232,4G,Normal Usage,Normal User
15128,52,2023-12-03,December,2023,0.67,74,4G,Normal Usage,Normal User
15129,374,2023-08-03,August,2023,6.84,142,4G,High Usage,Heavy User
15130,431,2023-04-20,April,2023,7.75,22,4G,High Usage,Heavy User
15131,376,2024-05-09,May,2024,7.98,180,4G,High Usage,Heavy User
15132,263,2023-09-29,September,2023,4.54,44,5G,Normal Usage,Normal User
15133,267,2023-03-03,March,2023,1.13,91,4G,Normal Usage,Normal User
15134,359,2024-04-27,April,2024,0.19,268,4G,Normal Usage,Normal User
15135,317,2022-02-28,February,2022,2.1,33,4G,Normal Usage,Normal User
15136,324,2023-03-12,March,2023,2.04,165,4G,Normal Usage,Normal User
15137,409,2022-04-07,April,2022,4.74,69,4G,Normal Usage,Normal User
15138,396,2023-05-11,May,2023,13.8,195,4G,High Usage,Heavy User
15139,154,2024-02-26,February,2024,1.77,132,4G,Normal Usage,Normal User
15140,358,2023-10-23,October,2023,1.06,246,5G,Normal Usage,Normal User
15141,366,2022-10-05,October,2022,0.51,167,4G,Normal Usage,Normal User
15142,140,2022-09-22,September,2022,0.01,276,5G,Normal Usage,Normal User
15143,427,2022-01-09,January,2022,1.78,155,4G,Normal Usage,Normal User
15144,51,2023-04-02,April,2023,2.03,22,4G,Normal Usage,Normal User
15145,117,2024-03-05,March,2024,4.36,199,4G,Normal Usage,Normal User
15146,421,2022-09-30,September,2022,1.76,274,5G,Normal Usage,Normal User
15147,46,2024-03-23,March,2024,6.21,49,4G,High Usage,Heavy User
15148,309,2022-01-08,January,2022,2.47,185,4G,Normal Usage,Normal User
15149,88,2022-07-27,July,2022,4.59,19,4G,Normal Usage,Normal User
15150,208,2023-09-29,September,2023,0.4,115,4G,Normal Usage,Normal User
15151,377,2022-05-03,May,2022,4.83,91,4G,Normal Usage,Normal User
15152,269,2022-02-02,February,2022,2.81,52,5G,Normal Usage,Normal User
15153,89,2023-05-28,May,2023,0.47,122,4G,Normal Usage,Normal User
15154,381,2022-07-23,July,2022,0.53,264,4G,Normal Usage,Normal User
15155,118,2023-06-02,June,2023,6.53,3,5G,High Usage,Heavy User
15156,54,2024-03-19,March,2024,0.08,168,5G,Normal Usage,Normal User
15157,441,2023-06-01,June,2023,1.55,280,4G,Normal Usage,Normal User
15158,116,2023-03-19,March,2023,0.94,289,4G,Normal Usage,Normal User
15159,118,2023-08-15,August,2023,2.73,72,4G,Normal Usage,Normal User
15160,260,2024-02-25,February,2024,4.58,136,5G,Normal Usage,Normal User
15161,75,2023-11-20,November,2023,1.12,255,5G,Normal Usage,Normal User
15162,480,2024-04-29,April,2024,1.39,140,5G,Normal Usage,Normal User
15163,305,2024-04-12,April,2024,10.03,207,4G,High Usage,Heavy User
15164,7,2022-12-05,December,2022,3.83,259,4G,Normal Usage,Normal User
15165,366,2023-03-14,March,2023,5.69,262,4G,Normal Usage,Normal User
15166,122,2023-03-21,March,2023,1.44,270,4G,Normal Usage,Normal User
15167,11,2022-05-16,May,2022,0.67,37,5G,Normal Usage,Normal User
15168,348,2023-01-22,January,2023,1.33,202,4G,Normal Usage,Normal User
15169,438,2022-01-25,January,2022,3.15,223,4G,Normal Usage,Normal User
15170,489,2023-05-21,May,2023,0.29,51,5G,Normal Usage,Normal User
15171,215,2022-11-21,November,2022,0.79,80,4G,Normal Usage,Normal User
15172,429,2023-11-26,November,2023,0.12,210,4G,Normal Usage,Normal User
15173,279,2023-11-11,November,2023,1.42,6,5G,Normal Usage,Normal User
15174,498,2022-12-04,December,2022,4.39,44,5G,Normal Usage,Normal User
15175,28,2023-11-21,November,2023,0.06,276,5G,Normal Usage,Normal User
15176,235,2024-06-03,June,2024,2.81,258,4G,Normal Usage,Normal User
15177,367,2022-04-05,April,2022,6.74,141,4G,High Usage,Heavy User
15178,313,2023-06-29,June,2023,0.68,257,4G,Normal Usage,Normal User
15179,26,2023-09-15,September,2023,2.96,284,4G,Normal Usage,Normal User
15180,409,2022-05-26,May,2022,9.23,36,4G,High Usage,Heavy User
15181,54,2024-06-11,June,2024,8.19,44,5G,High Usage,Heavy User
15182,29,2022-08-19,August,2022,0.67,119,4G,Normal Usage,Normal User
15183,467,2024-02-23,February,2024,0.26,45,4G,Normal Usage,Normal User
15184,353,2024-04-27,April,2024,0.4,139,5G,Normal Usage,Normal User
15185,164,2023-05-10,May,2023,3.03,52,5G,Normal Usage,Normal User
15186,270,2022-02-07,February,2022,3.23,287,4G,Normal Usage,Normal User
15187,334,2023-03-01,March,2023,2.8,273,5G,Normal Usage,Normal User
15188,35,2023-10-09,October,2023,1.02,268,5G,Normal Usage,Normal User
15189,286,2024-04-25,April,2024,0.47,278,5G,Normal Usage,Normal User
15190,348,2024-01-17,January,2024,2.17,61,5G,Normal Usage,Normal User
15191,273,2023-03-13,March,2023,1.65,53,5G,Normal Usage,Normal User
15192,451,2024-04-10,April,2024,3.26,68,4G,Normal Usage,Normal User
15193,208,2023-01-03,January,2023,1.46,241,4G,Normal Usage,Normal User
15194,238,2022-12-11,December,2022,1.03,269,4G,Normal Usage,Normal User
15195,414,2022-06-09,June,2022,0.87,251,4G,Normal Usage,Normal User
15196,500,2023-07-04,July,2023,0.59,283,4G,Normal Usage,Normal User
15197,93,2023-10-24,October,2023,0.77,70,4G,Normal Usage,Normal User
15198,173,2024-03-30,March,2024,0.25,99,4G,Normal Usage,Normal User
15199,79,2023-06-25,June,2023,1.06,60,5G,Normal Usage,Normal User
15200,110,2022-05-24,May,2022,0.09,102,5G,Normal Usage,Normal User
15201,217,2023-08-11,August,2023,0.52,118,4G,Normal Usage,Normal User
15202,435,2023-10-19,October,2023,3.43,16,4G,Normal Usage,Normal User
15203,358,2024-01-11,January,2024,0.98,190,5G,Normal Usage,Normal User
15204,106,2023-07-30,July,2023,2.76,211,5G,Normal Usage,Normal User
15205,47,2024-05-08,May,2024,3.15,77,5G,Normal Usage,Normal User
15206,181,2022-12-11,December,2022,2.18,45,5G,Normal Usage,Normal User
15207,64,2022-09-26,September,2022,7.97,92,5G,High Usage,Heavy User
15208,246,2024-04-19,April,2024,0.05,12,4G,Normal Usage,Normal User
15209,244,2023-11-27,November,2023,3.35,227,4G,Normal Usage,Normal User
15210,422,2024-02-12,February,2024,7.97,16,5G,High Usage,Heavy User
15211,320,2022-09-25,September,2022,4.96,61,4G,Normal Usage,Normal User
15212,87,2022-06-18,June,2022,0.46,42,5G,Normal Usage,Normal User
15213,217,2024-02-10,February,2024,0.99,67,4G,Normal Usage,Normal User
15214,490,2024-01-09,January,2024,0.47,211,5G,Normal Usage,Normal User
15215,7,2022-02-02,February,2022,2.3,202,4G,Normal Usage,Normal User
15216,278,2023-01-12,January,2023,3.11,213,4G,Normal Usage,Normal User
15217,337,2022-08-02,August,2022,0.95,108,4G,Normal Usage,Normal User
15218,210,2023-07-16,July,2023,1.94,283,5G,Normal Usage,Normal User
15219,497,2023-03-16,March,2023,2.94,93,4G,Normal Usage,Normal User
15220,169,2023-05-07,May,2023,1.37,224,5G,Normal Usage,Normal User
15221,330,2023-01-28,January,2023,4.81,224,5G,Normal Usage,Normal User
15222,138,2023-05-04,May,2023,3.69,238,5G,Normal Usage,Normal User
15223,441,2023-12-23,December,2023,0.17,117,5G,Normal Usage,Normal User
15224,391,2022-01-29,January,2022,2.43,90,4G,Normal Usage,Normal User
15225,496,2022-02-08,February,2022,0.67,288,4G,Normal Usage,Normal User
15226,381,2024-05-08,May,2024,2.04,280,4G,Normal Usage,Normal User
15227,306,2023-09-04,September,2023,7.86,18,5G,High Usage,Heavy User
15228,230,2022-06-22,June,2022,5.28,174,5G,Normal Usage,Normal User
15229,475,2022-01-17,January,2022,1.3,105,4G,Normal Usage,Normal User
15230,308,2022-02-25,February,2022,0.86,288,4G,Normal Usage,Normal User
15231,161,2022-08-14,August,2022,0.67,247,4G,Normal Usage,Normal User
15232,1,2023-07-12,July,2023,1.9,141,4G,Normal Usage,Normal User
15233,236,2022-03-08,March,2022,0.3,297,4G,Normal Usage,Normal User
15234,437,2022-07-16,July,2022,1.99,192,4G,Normal Usage,Normal User
15235,188,2023-10-16,October,2023,0.0,290,4G,Normal Usage,Normal User
15236,418,2024-04-14,April,2024,0.98,207,4G,Normal Usage,Normal User
15237,4,2022-01-23,January,2022,0.62,247,4G,Normal Usage,Normal User
15238,401,2023-08-29,August,2023,8.87,141,4G,High Usage,Heavy User
15239,132,2024-01-24,January,2024,3.25,221,4G,Normal Usage,Normal User
15240,427,2022-08-25,August,2022,1.08,224,4G,Normal Usage,Normal User
15241,218,2023-07-20,July,2023,0.24,183,4G,Normal Usage,Normal User
15242,260,2022-05-18,May,2022,1.82,187,4G,Normal Usage,Normal User
15243,1,2023-04-18,April,2023,0.6,112,4G,Normal Usage,Normal User
15244,71,2024-04-24,April,2024,1.92,180,4G,Normal Usage,Normal User
15245,478,2024-02-23,February,2024,4.51,198,5G,Normal Usage,Normal User
15246,178,2023-07-07,July,2023,2.39,69,4G,Normal Usage,Normal User
15247,457,2023-09-02,September,2023,2.51,85,4G,Normal Usage,Normal User
15248,189,2023-11-26,November,2023,1.95,38,4G,Normal Usage,Normal User
15249,291,2023-10-02,October,2023,6.55,130,4G,High Usage,Heavy User
15250,8,2022-08-17,August,2022,6.72,9,5G,High Usage,Heavy User
15251,253,2022-11-13,November,2022,1.8,2,4G,Normal Usage,Normal User
15252,408,2023-08-21,August,2023,0.91,149,4G,Normal Usage,Normal User
15253,467,2024-02-07,February,2024,1.54,66,4G,Normal Usage,Normal User
15254,292,2023-12-22,December,2023,0.52,192,4G,Normal Usage,Normal User
15255,434,2023-12-28,December,2023,2.53,96,4G,Normal Usage,Normal User
15256,244,2024-06-04,June,2024,1.73,18,4G,Normal Usage,Normal User
15257,123,2023-09-04,September,2023,0.27,97,4G,Normal Usage,Normal User
15258,299,2023-07-15,July,2023,0.55,56,4G,Normal Usage,Normal User
15259,283,2022-07-20,July,2022,1.63,106,4G,Normal Usage,Normal User
15260,32,2022-09-15,September,2022,5.46,87,5G,Normal Usage,Normal User
15261,334,2023-04-25,April,2023,2.09,140,4G,Normal Usage,Normal User
15262,377,2024-06-06,June,2024,2.86,143,4G,Normal Usage,Normal User
15263,146,2022-06-27,June,2022,1.04,51,4G,Normal Usage,Normal User
15264,156,2024-01-27,January,2024,2.12,211,4G,Normal Usage,Normal User
15265,413,2022-05-03,May,2022,1.48,40,5G,Normal Usage,Normal User
15266,16,2022-12-08,December,2022,2.69,90,4G,Normal Usage,Normal User
15267,355,2022-06-20,June,2022,0.13,38,4G,Normal Usage,Normal User
15268,47,2024-04-24,April,2024,1.7,12,4G,Normal Usage,Normal User
15269,251,2023-10-10,October,2023,0.88,95,4G,Normal Usage,Normal User
15270,187,2022-02-28,February,2022,0.99,108,4G,Normal Usage,Normal User
15271,31,2023-12-06,December,2023,8.11,103,5G,High Usage,Heavy User
15272,260,2023-04-10,April,2023,0.5,230,5G,Normal Usage,Normal User
15273,421,2024-02-19,February,2024,0.93,42,4G,Normal Usage,Normal User
15274,17,2022-09-17,September,2022,1.78,208,5G,Normal Usage,Normal User
15275,39,2023-01-08,January,2023,4.97,87,4G,Normal Usage,Normal User
15276,304,2022-04-05,April,2022,1.35,92,5G,Normal Usage,Normal User
15277,430,2022-05-05,May,2022,3.41,173,5G,Normal Usage,Normal User
15278,474,2022-02-10,February,2022,4.85,125,4G,Normal Usage,Normal User
15279,432,2024-06-09,June,2024,0.93,108,4G,Normal Usage,Normal User
15280,39,2022-09-11,September,2022,1.25,46,5G,Normal Usage,Normal User
15281,489,2022-01-07,January,2022,1.1,213,4G,Normal Usage,Normal User
15282,132,2023-04-16,April,2023,4.47,91,4G,Normal Usage,Normal User
15283,30,2023-12-29,December,2023,0.11,180,4G,Normal Usage,Normal User
15284,158,2023-05-26,May,2023,0.92,40,5G,Normal Usage,Normal User
15285,278,2023-08-04,August,2023,2.84,258,5G,Normal Usage,Normal User
15286,203,2022-03-10,March,2022,2.08,120,4G,Normal Usage,Normal User
15287,66,2022-03-22,March,2022,1.43,76,5G,Normal Usage,Normal User
15288,108,2023-06-26,June,2023,1.94,94,4G,Normal Usage,Normal User
15289,268,2023-08-08,August,2023,0.55,268,5G,Normal Usage,Normal User
15290,222,2022-09-19,September,2022,1.41,17,4G,Normal Usage,Normal User
15291,292,2022-03-30,March,2022,1.74,292,4G,Normal Usage,Normal User
15292,18,2022-07-27,July,2022,5.79,170,4G,Normal Usage,Normal User
15293,90,2022-08-01,August,2022,0.76,161,4G,Normal Usage,Normal User
15294,181,2024-04-13,April,2024,5.06,51,4G,Normal Usage,Normal User
15295,255,2022-09-23,September,2022,2.58,35,5G,Normal Usage,Normal User
15296,455,2022-10-20,October,2022,0.05,186,4G,Normal Usage,Normal User
15297,253,2022-07-26,July,2022,3.22,247,5G,Normal Usage,Normal User
15298,257,2022-11-29,November,2022,0.09,51,4G,Normal Usage,Normal User
15299,383,2022-03-18,March,2022,14.86,18,4G,High Usage,Heavy User
15300,442,2022-10-15,October,2022,5.15,91,4G,Normal Usage,Normal User
15301,346,2022-02-16,February,2022,0.88,138,5G,Normal Usage,Normal User
15302,87,2023-09-14,September,2023,0.74,219,4G,Normal Usage,Normal User
15303,90,2022-07-19,July,2022,1.2,98,5G,Normal Usage,Normal User
15304,237,2023-03-03,March,2023,1.1,235,5G,Normal Usage,Normal User
15305,390,2022-07-29,July,2022,1.16,206,4G,Normal Usage,Normal User
15306,70,2024-06-06,June,2024,0.96,143,4G,Normal Usage,Normal User
15307,44,2023-02-24,February,2023,2.43,198,5G,Normal Usage,Normal User
15308,200,2022-06-03,June,2022,0.45,286,5G,Normal Usage,Normal User
15309,152,2023-06-06,June,2023,4.68,263,4G,Normal Usage,Normal User
15310,86,2023-02-19,February,2023,4.18,216,4G,Normal Usage,Normal User
15311,19,2022-12-19,December,2022,1.62,188,4G,Normal Usage,Normal User
15312,101,2022-06-06,June,2022,4.79,43,4G,Normal Usage,Normal User
15313,402,2022-09-18,September,2022,0.71,290,4G,Normal Usage,Normal User
15314,95,2022-03-18,March,2022,0.04,188,4G,Normal Usage,Normal User
15315,254,2024-02-08,February,2024,2.41,193,4G,Normal Usage,Normal User
15316,357,2023-05-03,May,2023,1.53,269,4G,Normal Usage,Normal User
15317,30,2022-05-11,May,2022,2.09,259,5G,Normal Usage,Normal User
15318,249,2023-08-02,August,2023,5.74,238,5G,Normal Usage,Normal User
15319,426,2023-03-31,March,2023,8.76,111,5G,High Usage,Heavy User
15320,33,2024-01-10,January,2024,2.52,68,5G,Normal Usage,Normal User
15321,458,2022-06-12,June,2022,3.61,48,4G,Normal Usage,Normal User
15322,229,2022-01-15,January,2022,0.22,150,5G,Normal Usage,Normal User
15323,12,2022-08-20,August,2022,0.44,238,5G,Normal Usage,Normal User
15324,118,2022-07-14,July,2022,3.3,114,5G,Normal Usage,Normal User
15325,350,2024-05-10,May,2024,1.41,74,4G,Normal Usage,Normal User
15326,155,2023-06-26,June,2023,1.48,97,4G,Normal Usage,Normal User
15327,423,2022-12-25,December,2022,0.92,110,4G,Normal Usage,Normal User
15328,393,2024-04-29,April,2024,2.34,284,4G,Normal Usage,Normal User
15329,246,2022-11-27,November,2022,0.51,255,5G,Normal Usage,Normal User
15330,405,2023-03-03,March,2023,2.46,116,4G,Normal Usage,Normal User
15331,332,2023-05-12,May,2023,0.48,175,5G,Normal Usage,Normal User
15332,247,2024-04-07,April,2024,0.16,227,4G,Normal Usage,Normal User
15333,29,2023-05-01,May,2023,1.0,105,4G,Normal Usage,Normal User
15334,161,2024-03-18,March,2024,0.66,238,4G,Normal Usage,Normal User
15335,235,2023-03-25,March,2023,5.5,99,4G,Normal Usage,Normal User
15336,190,2023-02-17,February,2023,0.14,175,4G,Normal Usage,Normal User
15337,117,2022-11-26,November,2022,0.49,248,4G,Normal Usage,Normal User
15338,271,2024-01-02,January,2024,1.99,75,4G,Normal Usage,Normal User
15339,258,2024-06-07,June,2024,1.64,2,5G,Normal Usage,Normal User
15340,180,2022-05-27,May,2022,0.12,80,4G,Normal Usage,Normal User
15341,487,2022-09-16,September,2022,0.02,287,5G,Normal Usage,Normal User
15342,373,2022-10-19,October,2022,11.07,7,4G,High Usage,Heavy User
15343,172,2024-03-21,March,2024,2.69,86,4G,Normal Usage,Normal User
15344,438,2022-05-23,May,2022,1.14,285,4G,Normal Usage,Normal User
15345,274,2024-01-17,January,2024,1.59,73,5G,Normal Usage,Normal User
15346,259,2023-09-19,September,2023,0.77,122,4G,Normal Usage,Normal User
15347,135,2022-12-31,December,2022,1.06,293,4G,Normal Usage,Normal User
15348,171,2022-03-31,March,2022,2.62,142,5G,Normal Usage,Normal User
15349,210,2023-12-21,December,2023,5.36,157,4G,Normal Usage,Normal User
15350,236,2022-06-13,June,2022,0.51,108,4G,Normal Usage,Normal User
15351,422,2023-04-26,April,2023,4.59,194,5G,Normal Usage,Normal User
15352,421,2022-03-25,March,2022,0.32,35,4G,Normal Usage,Normal User
15353,186,2022-03-18,March,2022,0.61,89,4G,Normal Usage,Normal User
15354,417,2023-11-04,November,2023,0.09,295,4G,Normal Usage,Normal User
15355,364,2023-06-01,June,2023,0.38,200,4G,Normal Usage,Normal User
15356,443,2023-04-30,April,2023,6.23,45,4G,High Usage,Heavy User
15357,95,2023-08-13,August,2023,1.54,106,4G,Normal Usage,Normal User
15358,378,2023-08-26,August,2023,0.2,169,5G,Normal Usage,Normal User
15359,11,2023-08-22,August,2023,8.03,145,4G,High Usage,Heavy User
15360,68,2024-02-21,February,2024,5.28,177,4G,Normal Usage,Normal User
15361,379,2022-04-14,April,2022,3.51,60,5G,Normal Usage,Normal User
15362,210,2023-03-28,March,2023,6.78,2,4G,High Usage,Heavy User
15363,196,2023-05-02,May,2023,0.62,81,5G,Normal Usage,Normal User
15364,369,2022-12-05,December,2022,4.53,262,5G,Normal Usage,Normal User
15365,98,2023-11-18,November,2023,2.93,286,4G,Normal Usage,Normal User
15366,93,2023-07-20,July,2023,5.1,94,4G,Normal Usage,Normal User
15367,472,2024-06-18,June,2024,3.99,63,5G,Normal Usage,Normal User
15368,22,2023-04-23,April,2023,1.06,245,5G,Normal Usage,Normal User
15369,450,2023-12-24,December,2023,3.72,76,4G,Normal Usage,Normal User
15370,172,2023-08-30,August,2023,0.76,258,4G,Normal Usage,Normal User
15371,383,2022-08-11,August,2022,1.0,92,4G,Normal Usage,Normal User
15372,134,2022-01-09,January,2022,0.29,290,4G,Normal Usage,Normal User
15373,426,2022-02-22,February,2022,6.84,270,4G,High Usage,Heavy User
15374,25,2022-03-18,March,2022,0.86,20,4G,Normal Usage,Normal User
15375,185,2023-12-19,December,2023,1.84,61,5G,Normal Usage,Normal User
15376,85,2023-05-18,May,2023,1.24,259,4G,Normal Usage,Normal User
15377,55,2022-11-12,November,2022,8.04,236,5G,High Usage,Heavy User
15378,251,2024-03-24,March,2024,1.02,140,4G,Normal Usage,Normal User
15379,144,2024-04-01,April,2024,3.77,166,4G,Normal Usage,Normal User
15380,351,2024-04-21,April,2024,4.83,66,4G,Normal Usage,Normal User
15381,398,2023-09-16,September,2023,1.43,57,4G,Normal Usage,Normal User
15382,167,2024-05-12,May,2024,1.19,211,4G,Normal Usage,Normal User
15383,412,2022-06-14,June,2022,3.44,129,5G,Normal Usage,Normal User
15384,224,2022-10-06,October,2022,6.1,24,4G,High Usage,Heavy User
15385,220,2022-01-27,January,2022,3.52,10,5G,Normal Usage,Normal User
15386,179,2022-03-11,March,2022,0.64,256,4G,Normal Usage,Normal User
15387,119,2022-08-06,August,2022,5.48,80,4G,Normal Usage,Normal User
15388,433,2022-12-31,December,2022,1.23,285,4G,Normal Usage,Normal User
15389,265,2023-12-02,December,2023,2.15,18,5G,Normal Usage,Normal User
15390,442,2024-04-24,April,2024,4.45,109,4G,Normal Usage,Normal User
15391,429,2022-11-02,November,2022,0.52,33,4G,Normal Usage,Normal User
15392,150,2022-05-04,May,2022,3.84,287,5G,Normal Usage,Normal User
15393,416,2022-01-19,January,2022,2.27,254,5G,Normal Usage,Normal User
15394,453,2022-09-14,September,2022,5.6,125,4G,Normal Usage,Normal User
15395,215,2022-10-23,October,2022,0.47,208,5G,Normal Usage,Normal User
15396,197,2022-01-22,January,2022,1.36,133,4G,Normal Usage,Normal User
15397,42,2024-05-29,May,2024,4.47,85,5G,Normal Usage,Normal User
15398,53,2023-03-26,March,2023,0.05,74,4G,Normal Usage,Normal User
15399,480,2023-07-06,July,2023,0.3,134,4G,Normal Usage,Normal User
15400,443,2023-07-04,July,2023,11.66,172,4G,High Usage,Heavy User
15401,330,2022-02-17,February,2022,0.82,212,4G,Normal Usage,Normal User
15402,251,2023-11-26,November,2023,9.28,18,4G,High Usage,Heavy User
15403,295,2023-08-10,August,2023,0.5,118,5G,Normal Usage,Normal User
15404,378,2023-12-22,December,2023,1.12,284,5G,Normal Usage,Normal User
15405,271,2022-07-02,July,2022,3.49,226,4G,Normal Usage,Normal User
15406,455,2023-03-11,March,2023,2.68,211,4G,Normal Usage,Normal User
15407,413,2022-04-17,April,2022,2.18,188,4G,Normal Usage,Normal User
15408,123,2022-07-07,July,2022,1.89,150,4G,Normal Usage,Normal User
15409,367,2024-02-15,February,2024,4.64,222,5G,Normal Usage,Normal User
15410,387,2022-03-27,March,2022,0.67,127,4G,Normal Usage,Normal User
15411,339,2024-04-15,April,2024,1.46,247,4G,Normal Usage,Normal User
15412,266,2024-04-22,April,2024,0.42,50,4G,Normal Usage,Normal User
15413,348,2023-04-01,April,2023,2.27,190,4G,Normal Usage,Normal User
15414,29,2022-05-17,May,2022,0.72,236,4G,Normal Usage,Normal User
15415,463,2024-05-07,May,2024,1.02,21,4G,Normal Usage,Normal User
15416,35,2024-06-16,June,2024,1.59,109,4G,Normal Usage,Normal User
15417,6,2022-12-02,December,2022,0.07,32,4G,Normal Usage,Normal User
15418,396,2023-08-30,August,2023,0.24,126,4G,Normal Usage,Normal User
15419,111,2024-04-17,April,2024,2.9,43,4G,Normal Usage,Normal User
15420,294,2024-01-27,January,2024,1.4,6,4G,Normal Usage,Normal User
15421,77,2023-04-14,April,2023,5.0,127,5G,Normal Usage,Normal User
15422,349,2023-08-25,August,2023,2.97,90,4G,Normal Usage,Normal User
15423,147,2023-07-25,July,2023,0.02,129,5G,Normal Usage,Normal User
15424,67,2023-02-07,February,2023,2.4,16,4G,Normal Usage,Normal User
15425,392,2023-06-24,June,2023,0.25,185,4G,Normal Usage,Normal User
15426,8,2022-03-13,March,2022,3.8,109,4G,Normal Usage,Normal User
15427,122,2024-02-21,February,2024,11.92,285,4G,High Usage,Heavy User
15428,340,2022-01-24,January,2022,1.89,162,5G,Normal Usage,Normal User
15429,175,2023-09-16,September,2023,2.87,74,4G,Normal Usage,Normal User
15430,388,2024-03-22,March,2024,0.68,198,4G,Normal Usage,Normal User
