bill_id,customer_id,bill_date,bill_month,bill_year,bill_amount,payment_status
33820,471,2023-07-17,July,2023,222,Paid
33821,252,2023-02-22,February,2023,575,Paid
33822,263,2023-07-08,July,2023,977,Paid
33823,196,2022-11-14,November,2022,1378,Paid
33824,183,2023-08-30,August,2023,1494,Paid
33825,264,2022-08-30,August,2022,291,Failed
33826,288,2022-12-22,December,2022,1746,Paid
33827,275,2023-07-27,July,2023,1972,Paid
33828,118,2024-05-10,May,2024,319,Paid
33829,396,2023-03-14,March,2023,650,Paid
33830,313,2023-04-03,April,2023,800,Paid
33831,394,2023-03-18,March,2023,1098,Paid
33832,462,2022-08-16,August,2022,785,Paid
33833,347,2023-02-12,February,2023,1544,Paid
33834,492,2022-10-04,October,2022,1253,Delayed
33835,277,2022-01-18,January,2022,1150,Paid
33836,404,2024-01-26,January,2024,1656,Paid
33837,377,2022-11-07,November,2022,905,Paid
33838,132,2022-11-20,November,2022,799,Paid
33839,147,2022-02-16,February,2022,808,Paid
33840,29,2024-04-01,April,2024,327,Paid
33841,327,2023-06-14,June,2023,651,Paid
33842,320,2024-06-14,June,2024,1005,Delayed
33843,225,2023-12-14,December,2023,634,Paid
33844,456,2023-05-15,May,2023,1829,Paid
33845,139,2024-02-04,February,2024,1898,Paid
33846,289,2022-07-11,July,2022,705,Paid
33847,281,2022-02-18,February,2022,1964,Paid
33848,417,2022-04-04,April,2022,850,Failed
33849,484,2024-01-19,January,2024,1539,Paid
33850,26,2024-01-04,January,2024,1686,Paid
33851,292,2022-06-16,June,2022,1550,Delayed
33852,267,2023-05-09,May,2023,1105,Paid
33853,286,2022-09-11,September,2022,307,Paid
33854,313,2022-02-26,February,2022,724,Paid
33855,97,2022-01-06,January,2022,1697,Delayed
33856,138,2022-08-26,August,2022,1148,Paid
33857,477,2024-01-03,January,2024,590,Failed
33858,281,2022-08-12,August,2022,871,Paid
33859,96,2023-08-13,August,2023,1866,Paid
33860,452,2022-01-20,January,2022,1335,Paid
33861,57,2024-03-28,March,2024,1508,Delayed
33862,123,2024-02-16,February,2024,1050,Paid
33863,231,2022-07-23,July,2022,804,Paid
33864,290,2022-05-22,May,2022,545,Delayed
33865,86,2023-01-11,January,2023,1823,Paid
33866,461,2023-02-11,February,2023,1020,Paid
33867,310,2024-03-26,March,2024,1868,Paid
33868,51,2022-03-21,March,2022,1483,Paid
33869,228,2022-07-29,July,2022,916,Paid
33870,6,2024-02-07,February,2024,505,Paid
33871,443,2022-11-08,November,2022,1108,Paid
33872,310,2023-01-12,January,2023,1256,Paid
33873,273,2022-02-09,February,2022,367,Paid
33874,410,2022-12-19,December,2022,1567,Delayed
33875,344,2023-03-29,March,2023,1368,Delayed
33876,393,2023-02-27,February,2023,730,Paid
33877,2,2023-12-15,December,2023,1841,Delayed
33878,276,2022-03-27,March,2022,1870,Delayed
33879,91,2023-07-09,July,2023,736,Paid
33880,262,2022-08-24,August,2022,1468,Failed
33881,242,2024-06-08,June,2024,1563,Failed
33882,475,2023-02-19,February,2023,1889,Paid
33883,375,2023-08-05,August,2023,1126,Paid
33884,246,2022-12-22,December,2022,1776,Paid
33885,472,2023-10-05,October,2023,888,Paid
33886,79,2023-10-06,October,2023,1303,Paid
33887,311,2022-09-05,September,2022,887,Delayed
33888,304,2023-10-29,October,2023,903,Paid
33889,58,2024-01-12,January,2024,389,Paid
33890,225,2023-08-24,August,2023,481,Paid
33891,426,2022-08-17,August,2022,1980,Paid
33892,202,2023-06-23,June,2023,1834,Paid
33893,405,2022-12-27,December,2022,1169,Delayed
33894,6,2024-05-17,May,2024,687,Paid
33895,30,2024-01-20,January,2024,1257,Delayed
33896,151,2022-06-24,June,2022,1516,Delayed
33897,36,2024-04-07,April,2024,1004,Paid
33898,110,2024-03-14,March,2024,240,Paid
33899,121,2023-01-09,January,2023,368,Paid
33900,241,2022-03-02,March,2022,1205,Paid
33901,259,2022-06-19,June,2022,1791,Paid
33902,90,2023-05-22,May,2023,1066,Paid
33903,418,2024-02-14,February,2024,764,Paid
33904,30,2023-02-18,February,2023,1616,Paid
33905,466,2024-03-28,March,2024,1410,Paid
33906,465,2022-04-26,April,2022,1518,Paid
33907,237,2022-06-24,June,2022,583,Paid
33908,371,2024-01-03,January,2024,796,Paid
33909,170,2023-02-28,February,2023,1286,Paid
33910,149,2022-05-08,May,2022,279,Failed
33911,374,2023-05-04,May,2023,978,Paid
33912,88,2022-01-05,January,2022,1407,Paid
33913,4,2022-11-22,November,2022,659,Paid
33914,433,2023-11-29,November,2023,1567,Paid
33915,252,2022-06-21,June,2022,1760,Paid
33916,432,2022-07-18,July,2022,436,Delayed
33917,473,2022-08-19,August,2022,1518,Paid
33918,51,2024-03-10,March,2024,1709,Paid
33919,24,2024-04-26,April,2024,1591,Paid
33920,46,2023-09-19,September,2023,497,Paid
33921,116,2022-11-29,November,2022,935,Paid
33922,27,2023-04-11,April,2023,1038,Paid
33923,95,2024-04-21,April,2024,1312,Paid
33924,367,2023-02-28,February,2023,1662,Paid
33925,435,2022-11-09,November,2022,727,Paid
33926,99,2023-06-07,June,2023,286,Paid
33927,116,2023-02-28,February,2023,222,Paid
33928,276,2023-09-08,September,2023,530,Paid
33929,336,2022-06-24,June,2022,1957,Paid
33930,95,2024-06-16,June,2024,1280,Paid
33931,199,2023-01-09,January,2023,662,Paid
33932,146,2023-09-24,September,2023,1200,Paid
33933,392,2022-08-25,August,2022,387,Paid
33934,155,2024-01-18,January,2024,1686,Failed
33935,270,2024-03-27,March,2024,420,Paid
33936,402,2023-03-19,March,2023,1161,Delayed
33937,321,2022-02-07,February,2022,551,Paid
33938,415,2024-02-23,February,2024,1273,Paid
33939,276,2024-06-06,June,2024,1310,Paid
33940,326,2024-05-05,May,2024,420,Paid
33941,256,2024-02-02,February,2024,686,Paid
33942,45,2024-06-05,June,2024,1058,Paid
33943,1,2024-04-25,April,2024,1077,Paid
33944,147,2023-06-23,June,2023,365,Paid
33945,295,2024-04-21,April,2024,1928,Paid
33946,375,2023-09-27,September,2023,299,Paid
33947,155,2022-06-05,June,2022,1936,Paid
33948,56,2023-12-30,December,2023,1646,Failed
33949,400,2022-07-13,July,2022,723,Paid
33950,462,2024-03-23,March,2024,1369,Paid
33951,226,2022-06-10,June,2022,1484,Paid
33952,7,2023-10-02,October,2023,1368,Failed
33953,20,2024-04-07,April,2024,686,Paid
33954,159,2023-11-21,November,2023,1743,Paid
33955,470,2022-05-06,May,2022,279,Paid
33956,340,2023-11-17,November,2023,778,Paid
33957,79,2023-07-01,July,2023,1020,Paid
33958,409,2022-08-27,August,2022,1348,Paid
33959,366,2022-02-10,February,2022,1784,Paid
33960,1,2022-07-05,July,2022,1804,Paid
33961,401,2023-04-06,April,2023,1361,Paid
33962,336,2023-11-26,November,2023,1084,Paid
33963,229,2023-01-24,January,2023,1904,Paid
33964,213,2022-09-18,September,2022,800,Paid
33965,283,2023-02-10,February,2023,1361,Paid
33966,248,2023-06-30,June,2023,270,Paid
33967,119,2023-03-25,March,2023,443,Paid
33968,379,2023-11-30,November,2023,777,Paid
33969,227,2023-02-05,February,2023,840,Delayed
33970,24,2022-11-03,November,2022,1432,Paid
33971,190,2022-05-17,May,2022,392,Paid
33972,308,2022-07-21,July,2022,736,Paid
33973,307,2024-06-11,June,2024,530,Paid
33974,450,2023-10-17,October,2023,1733,Paid
33975,57,2023-09-13,September,2023,491,Paid
33976,494,2022-06-06,June,2022,928,Delayed
33977,311,2022-09-12,September,2022,234,Paid
33978,309,2022-06-30,June,2022,1750,Delayed
33979,89,2023-02-13,February,2023,1300,Paid
33980,275,2024-05-02,May,2024,1243,Paid
33981,109,2024-01-01,January,2024,1869,Paid
33982,141,2022-01-28,January,2022,443,Paid
33983,285,2023-10-25,October,2023,1617,Paid
33984,480,2024-05-20,May,2024,1918,Delayed
33985,390,2023-09-04,September,2023,1906,Failed
33986,376,2023-05-30,May,2023,252,Paid
33987,457,2023-06-29,June,2023,1315,Paid
33988,244,2022-07-18,July,2022,1515,Delayed
33989,385,2022-03-10,March,2022,1598,Paid
33990,408,2023-08-25,August,2023,374,Paid
33991,74,2022-01-17,January,2022,388,Paid
33992,355,2024-04-28,April,2024,1980,Paid
33993,262,2024-05-28,May,2024,1005,Paid
33994,176,2024-04-14,April,2024,1414,Delayed
33995,404,2024-04-14,April,2024,814,Paid
33996,230,2023-06-30,June,2023,266,Paid
33997,76,2024-02-15,February,2024,522,Paid
33998,323,2024-03-23,March,2024,1377,Delayed
33999,183,2022-03-01,March,2022,652,Delayed
34000,274,2022-07-03,July,2022,424,Paid
34001,277,2024-04-17,April,2024,1455,Paid
34002,227,2024-05-18,May,2024,1730,Failed
34003,448,2022-12-31,December,2022,302,Paid
34004,165,2023-03-10,March,2023,664,Delayed
34005,275,2022-07-18,July,2022,626,Paid
34006,217,2024-01-23,January,2024,1974,Paid
34007,312,2022-08-20,August,2022,1191,Delayed
34008,190,2023-12-24,December,2023,640,Delayed
34009,18,2023-01-03,January,2023,922,Paid
34010,232,2023-03-06,March,2023,1348,Paid
34011,414,2023-07-18,July,2023,1857,Paid
34012,184,2022-04-29,April,2022,1258,Paid
34013,106,2022-11-26,November,2022,1460,Paid
34014,243,2022-08-03,August,2022,1464,Paid
34015,426,2022-11-18,November,2022,331,Failed
34016,53,2022-05-29,May,2022,1090,Paid
34017,226,2023-02-12,February,2023,1449,Paid
34018,202,2023-11-19,November,2023,1625,Paid
34019,86,2023-01-12,January,2023,594,Paid
34020,50,2024-02-20,February,2024,288,Paid
34021,383,2022-11-16,November,2022,453,Paid
34022,260,2022-01-05,January,2022,1154,Paid
34023,319,2023-02-06,February,2023,281,Paid
34024,195,2023-09-20,September,2023,1722,Delayed
34025,369,2022-07-22,July,2022,849,Paid
34026,248,2022-02-06,February,2022,1531,Paid
34027,56,2022-02-23,February,2022,730,Paid
34028,177,2022-10-15,October,2022,1039,Paid
34029,476,2022-10-11,October,2022,1306,Paid
34030,150,2023-08-21,August,2023,225,Delayed
34031,396,2022-02-14,February,2022,1213,Delayed
34032,433,2022-10-11,October,2022,1792,Paid
34033,13,2024-04-12,April,2024,577,Paid
34034,361,2023-08-05,August,2023,1552,Paid
34035,289,2022-02-11,February,2022,591,Paid
34036,431,2023-02-21,February,2023,415,Paid
34037,64,2022-09-29,September,2022,579,Paid
34038,339,2022-05-21,May,2022,835,Paid
34039,105,2023-07-25,July,2023,998,Paid
34040,401,2024-01-22,January,2024,1934,Paid
34041,239,2022-02-16,February,2022,706,Failed
34042,34,2022-06-16,June,2022,481,Paid
34043,324,2023-09-14,September,2023,412,Paid
34044,39,2022-05-06,May,2022,1378,Delayed
34045,456,2023-04-17,April,2023,728,Paid
34046,225,2024-03-21,March,2024,1053,Paid
34047,129,2023-09-13,September,2023,815,Paid
34048,133,2023-11-08,November,2023,1381,Paid
34049,480,2023-01-05,January,2023,239,Paid
34050,40,2024-02-10,February,2024,1727,Paid
34051,319,2023-08-11,August,2023,717,Paid
34052,385,2022-01-07,January,2022,1227,Delayed
34053,419,2023-11-29,November,2023,1243,Paid
34054,470,2022-10-03,October,2022,844,Paid
34055,221,2023-08-14,August,2023,1139,Paid
34056,401,2022-03-06,March,2022,1854,Delayed
34057,94,2023-09-19,September,2023,440,Paid
34058,99,2022-07-21,July,2022,1129,Paid
34059,60,2022-05-22,May,2022,304,Paid
34060,129,2022-04-08,April,2022,541,Paid
34061,132,2024-03-27,March,2024,1865,Delayed
34062,393,2022-08-05,August,2022,615,Paid
34063,301,2023-08-09,August,2023,236,Paid
34064,416,2022-10-20,October,2022,1821,Delayed
34065,69,2023-05-23,May,2023,534,Paid
34066,14,2022-05-14,May,2022,671,Paid
34067,435,2022-09-19,September,2022,311,Delayed
34068,474,2022-10-11,October,2022,449,Delayed
34069,151,2022-04-12,April,2022,1110,Paid
34070,174,2023-01-12,January,2023,1567,Delayed
34071,470,2022-07-25,July,2022,1293,Paid
34072,411,2023-10-15,October,2023,462,Paid
34073,345,2022-01-13,January,2022,1097,Paid
34074,292,2024-01-31,January,2024,779,Paid
34075,196,2022-05-03,May,2022,582,Paid
34076,32,2022-01-10,January,2022,1989,Paid
34077,73,2023-08-15,August,2023,985,Delayed
34078,194,2022-06-16,June,2022,1613,Paid
34079,426,2023-09-03,September,2023,1208,Paid
34080,50,2023-12-20,December,2023,1820,Delayed
34081,57,2022-05-31,May,2022,1952,Paid
34082,487,2022-02-06,February,2022,760,Paid
34083,117,2024-06-07,June,2024,671,Failed
34084,192,2024-02-15,February,2024,1733,Paid
34085,430,2023-04-19,April,2023,1356,Paid
34086,217,2023-03-20,March,2023,1611,Paid
34087,111,2022-12-08,December,2022,1964,Paid
34088,458,2022-01-05,January,2022,259,Delayed
34089,485,2024-06-08,June,2024,1986,Paid
34090,89,2022-08-14,August,2022,1964,Failed
34091,360,2023-06-23,June,2023,1692,Paid
34092,310,2022-05-04,May,2022,1573,Paid
34093,309,2023-02-07,February,2023,1280,Paid
34094,157,2024-03-21,March,2024,1116,Delayed
34095,421,2022-02-04,February,2022,1407,Paid
34096,69,2022-08-25,August,2022,1425,Paid
34097,270,2023-04-13,April,2023,1254,Paid
34098,225,2023-05-14,May,2023,855,Paid
34099,411,2023-05-27,May,2023,367,Paid
34100,5,2024-04-02,April,2024,1244,Paid
34101,243,2022-11-13,November,2022,1008,Paid
34102,118,2022-10-30,October,2022,1301,Paid
34103,172,2022-04-12,April,2022,1358,Paid
34104,143,2023-08-12,August,2023,500,Paid
34105,323,2022-11-08,November,2022,886,Paid
34106,257,2022-03-23,March,2022,585,Paid
34107,408,2023-10-20,October,2023,1811,Paid
34108,460,2022-07-12,July,2022,1764,Paid
34109,365,2022-08-12,August,2022,1506,Paid
34110,318,2022-02-22,February,2022,527,Paid
34111,78,2022-12-11,December,2022,658,Paid
34112,57,2022-03-26,March,2022,351,Paid
34113,490,2024-05-29,May,2024,923,Paid
34114,20,2023-10-03,October,2023,1913,Paid
34115,442,2022-07-30,July,2022,1005,Paid
34116,14,2024-05-13,May,2024,685,Paid
34117,206,2024-02-15,February,2024,793,Paid
34118,237,2022-07-02,July,2022,1934,Delayed
34119,181,2022-09-29,September,2022,1196,Paid
34120,291,2023-05-21,May,2023,1180,Paid
34121,446,2022-08-15,August,2022,839,Delayed
34122,189,2024-04-13,April,2024,1146,Failed
34123,147,2022-01-12,January,2022,389,Paid
34124,340,2022-04-03,April,2022,250,Paid
34125,42,2022-11-26,November,2022,793,Paid
34126,428,2022-07-09,July,2022,539,Paid
34127,471,2023-08-21,August,2023,1922,Paid
34128,354,2024-05-15,May,2024,723,Paid
34129,1,2024-02-28,February,2024,1953,Paid
34130,324,2022-10-20,October,2022,215,Paid
34131,104,2022-09-18,September,2022,440,Paid
34132,255,2023-12-11,December,2023,1562,Paid
34133,209,2022-11-19,November,2022,1892,Delayed
34134,218,2022-01-10,January,2022,1900,Paid
34135,78,2022-03-29,March,2022,849,Paid
34136,430,2022-12-06,December,2022,1633,Delayed
34137,51,2022-11-14,November,2022,492,Paid
34138,288,2023-07-03,July,2023,1250,Paid
34139,100,2022-08-11,August,2022,1632,Paid
34140,212,2023-11-18,November,2023,557,Paid
34141,464,2022-07-28,July,2022,871,Paid
34142,499,2022-02-18,February,2022,1218,Delayed
34143,403,2023-06-20,June,2023,1638,Paid
34144,237,2024-04-29,April,2024,380,Failed
34145,295,2023-09-10,September,2023,1119,Paid
34146,472,2024-04-02,April,2024,990,Delayed
34147,398,2022-09-20,September,2022,865,Paid
34148,157,2022-07-25,July,2022,924,Paid
34149,298,2023-11-12,November,2023,1562,Paid
34150,14,2023-05-12,May,2023,551,Delayed
34151,116,2024-06-16,June,2024,267,Paid
34152,139,2023-11-01,November,2023,675,Paid
34153,75,2024-01-23,January,2024,523,Paid
34154,303,2023-04-10,April,2023,1716,Delayed
34155,360,2023-09-27,September,2023,1517,Delayed
34156,24,2022-01-20,January,2022,1431,Paid
34157,406,2023-07-22,July,2023,1379,Paid
34158,177,2024-03-02,March,2024,1297,Paid
34159,439,2022-04-18,April,2022,485,Paid
34160,55,2022-05-20,May,2022,1453,Paid
34161,213,2022-04-01,April,2022,1799,Paid
34162,326,2022-09-28,September,2022,1493,Paid
34163,334,2022-11-25,November,2022,281,Paid
34164,329,2022-07-29,July,2022,1808,Delayed
34165,163,2023-11-19,November,2023,1487,Delayed
34166,300,2023-07-27,July,2023,467,Paid
34167,164,2023-03-31,March,2023,1086,Paid
34168,89,2022-10-11,October,2022,499,Paid
34169,15,2023-01-01,January,2023,1220,Delayed
34170,301,2023-04-29,April,2023,288,Paid
34171,122,2022-01-03,January,2022,558,Paid
34172,318,2024-02-23,February,2024,1522,Paid
34173,348,2022-06-13,June,2022,1224,Paid
34174,178,2023-01-23,January,2023,1635,Paid
34175,462,2022-01-09,January,2022,1398,Paid
34176,269,2023-01-01,January,2023,1347,Paid
34177,105,2022-01-12,January,2022,978,Paid
34178,159,2022-03-15,March,2022,925,Paid
34179,5,2022-08-26,August,2022,1801,Paid
34180,339,2024-03-22,March,2024,1400,Paid
34181,392,2022-04-18,April,2022,203,Paid
34182,141,2023-06-09,June,2023,1936,Paid
34183,169,2022-08-22,August,2022,315,Paid
34184,17,2023-03-15,March,2023,1212,Delayed
34185,32,2024-01-27,January,2024,629,Paid
34186,5,2023-04-26,April,2023,588,Paid
34187,382,2024-04-12,April,2024,1701,Delayed
34188,137,2022-04-02,April,2022,1693,Paid
34189,107,2024-05-21,May,2024,1572,Failed
34190,162,2022-07-17,July,2022,942,Paid
34191,493,2022-04-26,April,2022,282,Paid
34192,257,2023-10-05,October,2023,799,Paid
34193,168,2022-12-31,December,2022,1449,Delayed
34194,463,2022-06-02,June,2022,651,Paid
34195,438,2023-09-25,September,2023,1669,Paid
34196,382,2022-04-18,April,2022,1333,Paid
34197,288,2023-06-12,June,2023,521,Paid
34198,382,2024-03-21,March,2024,1746,Failed
34199,482,2022-02-25,February,2022,1761,Failed
34200,355,2023-03-28,March,2023,1327,Paid
34201,245,2023-01-27,January,2023,1308,Paid
34202,113,2023-09-07,September,2023,1162,Paid
34203,178,2022-07-27,July,2022,701,Paid
34204,443,2023-05-25,May,2023,704,Paid
34205,476,2023-10-25,October,2023,1083,Paid
34206,465,2024-02-13,February,2024,1378,Paid
34207,190,2023-07-09,July,2023,1933,Paid
34208,494,2022-10-27,October,2022,694,Failed
34209,11,2023-09-22,September,2023,1139,Delayed
34210,23,2024-04-27,April,2024,1192,Paid
34211,119,2022-10-06,October,2022,584,Paid
34212,282,2022-05-24,May,2022,1871,Delayed
34213,319,2024-01-10,January,2024,1685,Paid
34214,430,2022-07-23,July,2022,1765,Paid
34215,69,2022-08-17,August,2022,874,Delayed
34216,346,2022-09-22,September,2022,1335,Paid
34217,134,2023-04-11,April,2023,1063,Delayed
34218,253,2022-05-17,May,2022,1668,Paid
34219,51,2022-08-28,August,2022,485,Delayed
34220,43,2023-11-29,November,2023,1121,Paid
34221,482,2023-03-25,March,2023,1992,Paid
34222,426,2022-11-11,November,2022,399,Paid
34223,141,2022-05-31,May,2022,1009,Paid
34224,25,2022-11-21,November,2022,1081,Paid
34225,386,2023-02-07,February,2023,1601,Paid
34226,270,2024-03-13,March,2024,711,Paid
34227,401,2022-12-19,December,2022,1945,Failed
34228,361,2022-04-20,April,2022,1487,Paid
34229,104,2023-04-11,April,2023,1410,Paid
34230,424,2022-02-09,February,2022,1096,Delayed
34231,295,2023-10-16,October,2023,555,Paid
34232,153,2022-12-06,December,2022,1463,Paid
34233,475,2023-01-07,January,2023,1415,Paid
34234,304,2023-06-09,June,2023,1332,Paid
34235,371,2023-05-22,May,2023,1106,Paid
34236,472,2022-02-22,February,2022,1104,Paid
34237,305,2022-03-21,March,2022,1721,Failed
34238,161,2024-01-15,January,2024,1845,Paid
34239,283,2022-12-17,December,2022,1287,Paid
34240,45,2023-07-05,July,2023,1287,Delayed
34241,287,2024-01-09,January,2024,515,Paid
34242,319,2022-12-06,December,2022,1969,Paid
34243,368,2022-05-01,May,2022,293,Delayed
34244,166,2022-03-06,March,2022,657,Paid
34245,207,2023-03-16,March,2023,1931,Paid
34246,108,2022-10-23,October,2022,593,Failed
34247,424,2022-07-24,July,2022,1418,Paid
34248,442,2023-10-09,October,2023,1772,Paid
34249,65,2023-07-11,July,2023,1261,Paid
34250,267,2022-10-05,October,2022,347,Paid
34251,399,2022-05-15,May,2022,574,Paid
34252,353,2023-01-13,January,2023,1898,Paid
34253,185,2022-02-21,February,2022,564,Paid
34254,368,2024-01-11,January,2024,1954,Paid
34255,224,2024-05-17,May,2024,654,Paid
34256,153,2023-08-03,August,2023,474,Paid
34257,423,2023-12-11,December,2023,1777,Paid
34258,289,2022-03-08,March,2022,1732,Delayed
34259,285,2022-01-03,January,2022,1460,Paid
34260,186,2023-07-24,July,2023,603,Paid
34261,226,2024-06-06,June,2024,361,Paid
34262,200,2023-03-27,March,2023,1542,Delayed
34263,11,2023-05-25,May,2023,1841,Delayed
34264,397,2024-02-07,February,2024,998,Paid
34265,325,2024-05-17,May,2024,1002,Paid
34266,498,2023-03-14,March,2023,1839,Paid
34267,467,2024-02-16,February,2024,1291,Paid
34268,277,2023-06-12,June,2023,1331,Paid
34269,3,2024-02-19,February,2024,378,Paid
34270,410,2022-04-12,April,2022,330,Paid
34271,417,2023-03-13,March,2023,1741,Paid
34272,350,2024-03-09,March,2024,1050,Paid
34273,278,2024-01-04,January,2024,1677,Paid
34274,62,2022-01-21,January,2022,1210,Paid
34275,5,2023-01-22,January,2023,1630,Paid
34276,403,2023-06-17,June,2023,1883,Paid
34277,9,2022-04-02,April,2022,1407,Paid
34278,58,2024-03-06,March,2024,655,Paid
34279,280,2022-05-13,May,2022,1113,Paid
34280,423,2024-04-18,April,2024,1215,Failed
34281,460,2023-05-20,May,2023,1727,Failed
34282,238,2023-03-29,March,2023,1890,Delayed
34283,317,2024-04-20,April,2024,708,Paid
34284,127,2023-11-18,November,2023,1512,Paid
34285,304,2023-12-26,December,2023,443,Paid
34286,237,2022-05-28,May,2022,982,Paid
34287,219,2022-08-20,August,2022,1260,Delayed
34288,178,2024-06-02,June,2024,1337,Paid
34289,318,2022-06-14,June,2022,696,Paid
34290,490,2022-11-10,November,2022,1559,Paid
34291,437,2023-10-19,October,2023,657,Paid
34292,149,2022-10-25,October,2022,1341,Paid
34293,38,2022-08-11,August,2022,842,Paid
34294,118,2022-12-19,December,2022,254,Paid
34295,483,2023-02-20,February,2023,622,Paid
34296,480,2022-03-03,March,2022,1342,Paid
34297,315,2023-08-31,August,2023,248,Paid
34298,484,2023-09-16,September,2023,1587,Delayed
34299,97,2023-01-11,January,2023,571,Paid
34300,427,2023-08-22,August,2023,1584,Paid
34301,17,2023-02-09,February,2023,280,Paid
34302,325,2022-09-12,September,2022,1080,Paid
34303,428,2023-03-27,March,2023,759,Paid
34304,468,2023-01-25,January,2023,246,Paid
34305,447,2023-09-17,September,2023,1868,Paid
34306,279,2024-02-05,February,2024,436,Paid
34307,359,2022-12-14,December,2022,1190,Delayed
34308,452,2023-05-17,May,2023,1604,Paid
34309,154,2022-11-18,November,2022,587,Paid
34310,94,2023-06-28,June,2023,1557,Paid
34311,432,2022-03-05,March,2022,883,Failed
34312,175,2022-06-03,June,2022,1879,Paid
34313,302,2023-06-01,June,2023,385,Paid
34314,29,2023-01-30,January,2023,1342,Paid
34315,34,2024-06-14,June,2024,894,Failed
34316,10,2022-11-26,November,2022,1579,Paid
34317,276,2023-04-08,April,2023,561,Paid
34318,472,2023-12-23,December,2023,1813,Paid
34319,290,2022-04-02,April,2022,1385,Delayed
34320,101,2022-08-10,August,2022,206,Paid
34321,141,2022-07-09,July,2022,809,Paid
34322,87,2023-07-26,July,2023,1539,Failed
34323,394,2022-07-24,July,2022,225,Paid
34324,470,2022-07-31,July,2022,1172,Delayed
34325,301,2024-02-09,February,2024,1085,Paid
34326,128,2022-03-30,March,2022,1181,Delayed
34327,206,2024-01-18,January,2024,474,Paid
34328,89,2022-12-29,December,2022,1023,Paid
34329,82,2023-01-06,January,2023,1164,Paid
34330,212,2022-11-28,November,2022,1694,Paid
34331,119,2023-12-09,December,2023,989,Paid
34332,348,2023-03-02,March,2023,914,Paid
34333,136,2024-04-23,April,2024,1894,Delayed
34334,261,2023-03-31,March,2023,675,Paid
34335,469,2023-11-26,November,2023,1400,Paid
34336,276,2023-02-26,February,2023,902,Delayed
34337,377,2024-02-02,February,2024,1774,Paid
34338,428,2024-01-06,January,2024,558,Paid
34339,208,2022-06-20,June,2022,1458,Paid
34340,314,2023-12-11,December,2023,1255,Paid
34341,404,2022-09-06,September,2022,1763,Paid
34342,243,2022-06-30,June,2022,743,Paid
34343,473,2023-04-20,April,2023,298,Paid
34344,455,2023-04-28,April,2023,855,Paid
34345,345,2023-01-19,January,2023,528,Paid
34346,100,2024-02-28,February,2024,1287,Delayed
34347,115,2023-02-08,February,2023,320,Delayed
34348,330,2024-02-26,February,2024,1777,Paid
34349,424,2022-06-10,June,2022,1157,Paid
34350,16,2022-09-05,September,2022,1943,Paid
34351,4,2022-11-15,November,2022,1200,Paid
34352,266,2023-12-01,December,2023,674,Paid
34353,435,2023-06-15,June,2023,940,Paid
34354,48,2024-01-26,January,2024,325,Paid
34355,223,2022-04-23,April,2022,1066,Paid
34356,204,2024-02-29,February,2024,1408,Paid
34357,20,2023-07-17,July,2023,1971,Paid
34358,288,2022-12-10,December,2022,289,Paid
34359,194,2022-05-03,May,2022,1777,Paid
34360,316,2024-01-20,January,2024,244,Paid
34361,11,2022-11-15,November,2022,223,Paid
34362,20,2023-07-28,July,2023,1929,Delayed
34363,279,2023-04-23,April,2023,547,Paid
34364,383,2023-02-17,February,2023,1833,Delayed
34365,333,2023-08-09,August,2023,1201,Delayed
34366,35,2022-09-02,September,2022,966,Paid
34367,401,2023-06-28,June,2023,1071,Paid
34368,266,2023-04-02,April,2023,1657,Paid
34369,232,2022-06-02,June,2022,1552,Paid
34370,38,2023-10-18,October,2023,492,Delayed
34371,462,2022-01-15,January,2022,444,Paid
34372,83,2023-03-19,March,2023,1388,Paid
34373,32,2022-10-31,October,2022,455,Paid
34374,54,2024-02-25,February,2024,1020,Paid
34375,225,2022-09-02,September,2022,550,Paid
34376,313,2024-03-01,March,2024,988,Failed
34377,107,2023-07-21,July,2023,1411,Paid
34378,473,2023-07-08,July,2023,1920,Paid
34379,25,2024-06-17,June,2024,1221,Paid
34380,398,2023-03-31,March,2023,892,Paid
34381,45,2022-12-25,December,2022,1497,Paid
34382,428,2022-02-21,February,2022,937,Delayed
34383,118,2022-01-11,January,2022,1256,Paid
34384,294,2024-04-02,April,2024,917,Paid
34385,125,2023-08-23,August,2023,754,Paid
34386,36,2022-08-15,August,2022,1712,Paid
34387,344,2022-04-24,April,2022,697,Paid
34388,489,2023-06-21,June,2023,1467,Paid
34389,380,2023-08-27,August,2023,1476,Paid
34390,423,2022-03-28,March,2022,1331,Delayed
34391,167,2023-08-16,August,2023,521,Paid
34392,269,2022-09-07,September,2022,312,Paid
34393,194,2022-09-07,September,2022,1146,Paid
34394,418,2023-02-25,February,2023,683,Paid
34395,124,2022-07-29,July,2022,476,Failed
34396,271,2023-06-05,June,2023,1971,Paid
34397,58,2023-09-03,September,2023,1251,Paid
34398,368,2023-07-02,July,2023,596,Delayed
34399,59,2022-02-26,February,2022,420,Paid
34400,450,2022-03-04,March,2022,516,Paid
34401,308,2022-12-04,December,2022,469,Paid
34402,217,2024-02-27,February,2024,1976,Paid
34403,69,2023-12-26,December,2023,596,Delayed
34404,482,2024-03-25,March,2024,1673,Paid
34405,244,2023-06-16,June,2023,1831,Paid
34406,103,2024-01-29,January,2024,541,Paid
34407,5,2022-01-06,January,2022,579,Paid
