usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category
14517,299,2022-12-08,December,2022,1.06,177,4G,Normal Usage
14518,401,2024-05-09,May,2024,0.09,283,4G,Normal Usage
14519,96,2024-03-02,March,2024,1.95,115,4G,Normal Usage
14520,388,2022-08-09,August,2022,1.23,95,4G,Normal Usage
14521,447,2022-03-14,March,2022,0.27,55,4G,Normal Usage
14522,452,2024-01-16,January,2024,4.05,206,4G,Normal Usage
14523,337,2024-02-11,February,2024,6.17,104,5G,High Usage
14524,297,2023-09-17,September,2023,3.53,34,4G,Normal Usage
14525,467,2022-02-15,February,2022,4.32,208,4G,Normal Usage
14526,389,2023-05-19,May,2023,0.61,280,4G,Normal Usage
14527,416,2022-10-01,October,2022,0.76,146,4G,Normal Usage
14528,214,2023-07-09,July,2023,0.58,286,4G,Normal Usage
14529,454,2022-07-27,July,2022,3.62,80,4G,Normal Usage
14530,291,2024-05-10,May,2024,7.39,49,5G,High Usage
14531,22,2023-09-07,September,2023,3.15,86,4G,Normal Usage
14532,193,2022-05-04,May,2022,5.33,190,4G,Normal Usage
14533,468,2022-01-10,January,2022,2.55,0,5G,Normal Usage
14534,150,2022-11-25,November,2022,1.23,137,5G,Normal Usage
14535,368,2022-07-06,July,2022,1.39,135,5G,Normal Usage
14536,247,2023-06-27,June,2023,0.20,153,5G,Normal Usage
14537,267,2023-10-30,October,2023,0.08,161,5G,Normal Usage
14538,461,2022-03-01,March,2022,2.97,18,4G,Normal Usage
14539,251,2024-01-31,January,2024,1.44,242,5G,Normal Usage
14540,490,2024-06-17,June,2024,2.01,128,4G,Normal Usage
14541,3,2024-06-04,June,2024,2.04,175,4G,Normal Usage
14542,393,2024-02-21,February,2024,0.81,279,4G,Normal Usage
14543,316,2023-03-18,March,2023,1.62,83,4G,Normal Usage
14544,76,2022-08-05,August,2022,1.59,221,4G,Normal Usage
14545,87,2022-01-02,January,2022,1.23,144,4G,Normal Usage
14546,270,2023-06-20,June,2023,4.30,105,4G,Normal Usage
14547,225,2023-12-19,December,2023,1.50,10,5G,Normal Usage
14548,18,2024-04-11,April,2024,2.31,165,5G,Normal Usage
14549,113,2023-12-12,December,2023,5.65,195,4G,Normal Usage
14550,251,2022-12-22,December,2022,5.03,230,5G,Normal Usage
14551,233,2023-09-18,September,2023,5.53,146,4G,Normal Usage
14552,329,2024-03-02,March,2024,0.79,237,5G,Normal Usage
14553,279,2023-10-29,October,2023,0.09,12,4G,Normal Usage
14554,202,2022-06-14,June,2022,0.76,218,4G,Normal Usage
14555,83,2024-01-04,January,2024,0.82,256,4G,Normal Usage
14556,125,2022-04-01,April,2022,6.00,1,4G,Normal Usage
14557,175,2022-06-16,June,2022,2.62,209,4G,Normal Usage
14558,69,2022-07-26,July,2022,0.21,224,4G,Normal Usage
14559,47,2022-10-09,October,2022,0.36,193,4G,Normal Usage
14560,372,2022-03-06,March,2022,0.42,195,4G,Normal Usage
14561,256,2024-06-06,June,2024,2.49,259,4G,Normal Usage
14562,215,2023-05-31,May,2023,3.32,56,5G,Normal Usage
14563,30,2022-06-06,June,2022,4.91,112,4G,Normal Usage
14564,281,2024-01-31,January,2024,7.06,212,4G,High Usage
14565,412,2024-02-08,February,2024,0.56,278,4G,Normal Usage
14566,482,2024-01-17,January,2024,0.93,243,5G,Normal Usage
14567,237,2022-11-02,November,2022,0.69,116,4G,Normal Usage
14568,248,2024-05-27,May,2024,1.11,86,5G,Normal Usage
14569,368,2023-01-30,January,2023,6.15,262,4G,High Usage
14570,495,2022-03-15,March,2022,2.14,299,4G,Normal Usage
14571,25,2022-07-06,July,2022,3.35,112,4G,Normal Usage
14572,74,2023-07-28,July,2023,1.68,163,4G,Normal Usage
14573,206,2022-12-03,December,2022,0.07,3,4G,Normal Usage
14574,490,2023-11-07,November,2023,0.17,117,4G,Normal Usage
14575,494,2023-07-22,July,2023,1.93,22,4G,Normal Usage
14576,314,2023-09-15,September,2023,3.17,232,5G,Normal Usage
14577,94,2023-12-31,December,2023,0.61,89,4G,Normal Usage
14578,375,2022-08-28,August,2022,3.20,254,4G,Normal Usage
14579,127,2023-06-17,June,2023,4.16,91,4G,Normal Usage
14580,425,2022-05-21,May,2022,1.33,154,4G,Normal Usage
14581,25,2022-09-22,September,2022,3.43,114,4G,Normal Usage
14582,334,2022-05-19,May,2022,1.29,206,5G,Normal Usage
14583,355,2023-04-04,April,2023,2.84,80,5G,Normal Usage
14584,116,2022-03-11,March,2022,3.61,102,4G,Normal Usage
14585,48,2023-01-20,January,2023,12.05,79,5G,High Usage
14586,226,2023-09-22,September,2023,1.06,102,4G,Normal Usage
14587,266,2022-07-17,July,2022,1.32,239,4G,Normal Usage
14588,99,2022-07-24,July,2022,0.45,264,4G,Normal Usage
14589,459,2023-12-27,December,2023,0.57,32,4G,Normal Usage
14590,11,2023-07-22,July,2023,2.96,34,4G,Normal Usage
14591,85,2024-03-09,March,2024,6.22,248,4G,High Usage
14592,405,2024-03-15,March,2024,1.25,49,4G,Normal Usage
14593,214,2023-11-18,November,2023,0.50,279,5G,Normal Usage
14594,173,2024-05-08,May,2024,0.84,241,4G,Normal Usage
14595,391,2024-05-31,May,2024,1.52,151,5G,Normal Usage
14596,209,2023-10-02,October,2023,0.86,146,4G,Normal Usage
14597,448,2023-03-07,March,2023,0.67,38,4G,Normal Usage
14598,382,2024-06-08,June,2024,3.33,188,5G,Normal Usage
14599,64,2022-11-21,November,2022,0.02,24,4G,Normal Usage
14600,258,2023-03-18,March,2023,1.94,243,4G,Normal Usage
14601,332,2024-03-14,March,2024,3.95,222,4G,Normal Usage
14602,121,2022-10-15,October,2022,0.77,229,4G,Normal Usage
14603,298,2022-08-14,August,2022,2.31,152,4G,Normal Usage
14604,466,2022-03-05,March,2022,2.76,287,4G,Normal Usage
14605,54,2023-07-14,July,2023,2.66,107,5G,Normal Usage
14606,331,2023-12-15,December,2023,1.48,32,4G,Normal Usage
14607,272,2023-05-13,May,2023,1.06,110,4G,Normal Usage
14608,241,2024-04-28,April,2024,4.52,120,4G,Normal Usage
14609,243,2022-03-01,March,2022,3.55,15,4G,Normal Usage
14610,18,2023-02-01,February,2023,0.97,226,4G,Normal Usage
14611,483,2022-09-14,September,2022,0.27,10,4G,Normal Usage
14612,187,2023-07-31,July,2023,0.19,202,4G,Normal Usage
14613,346,2022-08-27,August,2022,0.25,201,5G,Normal Usage
14614,144,2024-03-11,March,2024,2.19,97,4G,Normal Usage
14615,262,2022-02-07,February,2022,0.13,115,5G,Normal Usage
14616,441,2022-01-25,January,2022,1.03,280,4G,Normal Usage
14617,364,2023-02-14,February,2023,3.50,231,4G,Normal Usage
14618,491,2023-04-06,April,2023,0.87,110,4G,Normal Usage
14619,431,2023-07-25,July,2023,3.60,11,5G,Normal Usage
14620,239,2023-02-21,February,2023,3.42,20,4G,Normal Usage
14621,304,2022-12-23,December,2022,0.71,126,5G,Normal Usage
14622,298,2023-01-18,January,2023,3.26,284,5G,Normal Usage
14623,76,2024-03-19,March,2024,3.44,120,5G,Normal Usage
14624,188,2022-06-07,June,2022,1.27,123,4G,Normal Usage
14625,333,2023-07-23,July,2023,0.59,32,5G,Normal Usage
14626,388,2023-03-09,March,2023,1.84,169,5G,Normal Usage
14627,487,2022-02-17,February,2022,6.36,76,4G,High Usage
14628,246,2022-11-24,November,2022,2.55,296,5G,Normal Usage
14629,130,2023-03-09,March,2023,0.47,62,5G,Normal Usage
14630,474,2023-03-07,March,2023,2.87,269,4G,Normal Usage
14631,315,2022-02-25,February,2022,1.39,215,4G,Normal Usage
14632,411,2023-07-31,July,2023,2.24,189,4G,Normal Usage
14633,283,2022-09-25,September,2022,3.31,74,4G,Normal Usage
14634,79,2022-03-10,March,2022,1.81,173,4G,Normal Usage
14635,72,2023-12-29,December,2023,4.20,66,4G,Normal Usage
14636,263,2023-08-24,August,2023,3.20,92,4G,Normal Usage
14637,191,2023-03-25,March,2023,2.39,52,4G,Normal Usage
14638,367,2024-03-03,March,2024,0.41,93,5G,Normal Usage
14639,375,2022-09-14,September,2022,4.52,112,4G,Normal Usage
14640,430,2023-11-03,November,2023,6.87,228,5G,High Usage
14641,63,2023-05-05,May,2023,0.37,249,4G,Normal Usage
14642,488,2024-01-16,January,2024,1.67,208,5G,Normal Usage
14643,380,2023-10-05,October,2023,0.75,181,5G,Normal Usage
14644,12,2022-02-18,February,2022,3.51,266,4G,Normal Usage
14645,141,2023-10-21,October,2023,3.20,280,4G,Normal Usage
14646,254,2022-11-12,November,2022,0.38,154,4G,Normal Usage
14647,43,2023-02-17,February,2023,5.24,82,5G,Normal Usage
14648,17,2023-03-10,March,2023,0.50,185,5G,Normal Usage
14649,63,2022-01-02,January,2022,3.99,138,4G,Normal Usage
14650,253,2024-04-20,April,2024,1.53,54,4G,Normal Usage
14651,465,2022-05-25,May,2022,0.99,18,4G,Normal Usage
14652,376,2023-01-01,January,2023,0.43,266,4G,Normal Usage
14653,292,2023-02-24,February,2023,0.46,141,5G,Normal Usage
14654,469,2023-07-27,July,2023,2.71,163,4G,Normal Usage
14655,8,2024-02-24,February,2024,2.00,251,5G,Normal Usage
14656,325,2023-07-15,July,2023,0.33,231,5G,Normal Usage
14657,90,2024-04-23,April,2024,0.30,296,5G,Normal Usage
14658,208,2023-03-20,March,2023,0.19,59,4G,Normal Usage
14659,292,2023-03-10,March,2023,3.40,21,4G,Normal Usage
14660,284,2023-10-05,October,2023,3.11,125,4G,Normal Usage
14661,118,2023-07-09,July,2023,0.15,102,5G,Normal Usage
14662,349,2022-02-26,February,2022,2.05,220,4G,Normal Usage
14663,175,2023-07-16,July,2023,0.22,109,4G,Normal Usage
14664,76,2022-06-27,June,2022,5.85,57,5G,Normal Usage
14665,101,2022-10-20,October,2022,5.94,64,4G,Normal Usage
14666,414,2022-02-15,February,2022,3.00,57,4G,Normal Usage
14667,151,2022-06-19,June,2022,6.52,157,4G,High Usage
14668,400,2022-09-28,September,2022,4.17,75,4G,Normal Usage
14669,270,2023-02-21,February,2023,4.41,18,4G,Normal Usage
14670,458,2024-04-27,April,2024,2.11,189,4G,Normal Usage
14671,71,2022-05-19,May,2022,0.91,249,5G,Normal Usage
14672,493,2022-09-04,September,2022,0.61,78,5G,Normal Usage
14673,180,2022-05-28,May,2022,0.99,83,4G,Normal Usage
14674,124,2022-08-18,August,2022,2.48,171,5G,Normal Usage
14675,381,2024-03-02,March,2024,0.47,211,4G,Normal Usage
14676,293,2023-09-29,September,2023,0.75,148,4G,Normal Usage
14677,285,2023-12-05,December,2023,1.58,9,5G,Normal Usage
14678,195,2023-01-09,January,2023,0.66,29,4G,Normal Usage
14679,399,2022-03-21,March,2022,2.22,279,4G,Normal Usage
14680,228,2023-08-29,August,2023,6.42,54,4G,High Usage
14681,431,2024-01-08,January,2024,3.45,126,4G,Normal Usage
14682,430,2022-03-06,March,2022,2.74,179,4G,Normal Usage
14683,436,2022-03-29,March,2022,2.19,231,5G,Normal Usage
14684,275,2022-03-29,March,2022,1.67,92,4G,Normal Usage
14685,461,2023-12-14,December,2023,0.52,7,5G,Normal Usage
14686,106,2023-12-27,December,2023,5.63,246,4G,Normal Usage
14687,21,2022-07-23,July,2022,0.71,195,4G,Normal Usage
14688,64,2023-01-17,January,2023,0.24,162,4G,Normal Usage
14689,165,2023-08-24,August,2023,3.47,39,4G,Normal Usage
14690,27,2023-04-21,April,2023,0.48,253,5G,Normal Usage
14691,311,2023-07-27,July,2023,1.16,84,4G,Normal Usage
14692,500,2024-02-22,February,2024,0.07,271,4G,Normal Usage
14693,285,2023-08-29,August,2023,0.37,77,4G,Normal Usage
14694,148,2024-03-29,March,2024,0.48,212,4G,Normal Usage
14695,281,2023-06-23,June,2023,0.14,254,4G,Normal Usage
14696,326,2022-08-02,August,2022,2.67,90,4G,Normal Usage
14697,319,2022-03-15,March,2022,4.54,192,4G,Normal Usage
14698,164,2022-03-02,March,2022,1.17,252,4G,Normal Usage
14699,386,2023-11-29,November,2023,5.19,277,5G,Normal Usage
14700,406,2023-06-27,June,2023,0.60,142,4G,Normal Usage
14701,224,2022-08-07,August,2022,0.98,243,5G,Normal Usage
14702,272,2022-01-12,January,2022,0.41,211,4G,Normal Usage
14703,146,2024-03-24,March,2024,2.42,194,4G,Normal Usage
14704,453,2023-02-19,February,2023,1.36,269,4G,Normal Usage
14705,438,2022-02-01,February,2022,2.38,18,4G,Normal Usage
14706,356,2022-06-09,June,2022,3.59,39,4G,Normal Usage
14707,30,2022-08-25,August,2022,1.97,97,4G,Normal Usage
14708,45,2024-01-09,January,2024,2.47,3,4G,Normal Usage
14709,275,2022-06-30,June,2022,6.84,32,5G,High Usage
14710,471,2024-04-08,April,2024,0.89,298,5G,Normal Usage
14711,34,2023-07-12,July,2023,1.11,164,5G,Normal Usage
14712,141,2022-12-07,December,2022,3.16,26,4G,Normal Usage
14713,427,2023-04-03,April,2023,2.36,172,4G,Normal Usage
14714,318,2022-03-21,March,2022,0.49,112,4G,Normal Usage
14715,374,2023-10-09,October,2023,1.18,94,4G,Normal Usage
14716,221,2024-02-11,February,2024,1.58,232,4G,Normal Usage
14717,356,2024-03-30,March,2024,1.36,133,4G,Normal Usage
14718,22,2024-01-29,January,2024,0.49,123,4G,Normal Usage
14719,180,2023-04-18,April,2023,6.46,115,5G,High Usage
14720,436,2023-11-02,November,2023,3.59,12,5G,Normal Usage
14721,367,2023-12-16,December,2023,1.64,164,4G,Normal Usage
14722,420,2022-04-22,April,2022,2.85,207,4G,Normal Usage
14723,329,2022-10-19,October,2022,5.69,84,5G,Normal Usage
14724,231,2024-04-01,April,2024,0.37,247,4G,Normal Usage
14725,499,2023-09-23,September,2023,0.72,55,4G,Normal Usage
14726,403,2023-01-18,January,2023,1.96,171,4G,Normal Usage
14727,38,2022-01-17,January,2022,4.01,140,4G,Normal Usage
14728,70,2023-05-08,May,2023,0.09,131,4G,Normal Usage
14729,116,2022-11-27,November,2022,10.34,200,5G,High Usage
14730,239,2024-01-09,January,2024,1.52,288,4G,Normal Usage
14731,335,2024-05-22,May,2024,1.11,178,4G,Normal Usage
14732,441,2023-05-01,May,2023,0.87,28,4G,Normal Usage
14733,148,2023-02-10,February,2023,0.48,35,5G,Normal Usage
14734,9,2022-04-27,April,2022,3.92,108,4G,Normal Usage
14735,288,2023-07-09,July,2023,7.78,145,4G,High Usage
14736,388,2024-05-29,May,2024,1.33,275,4G,Normal Usage
14737,50,2022-04-25,April,2022,7.61,145,4G,High Usage
14738,338,2024-03-05,March,2024,4.34,167,4G,Normal Usage
14739,5,2023-07-03,July,2023,1.64,256,4G,Normal Usage
14740,404,2024-03-24,March,2024,2.80,274,5G,Normal Usage
14741,343,2023-09-17,September,2023,1.43,86,5G,Normal Usage
14742,126,2023-07-01,July,2023,2.05,153,4G,Normal Usage
14743,75,2023-10-06,October,2023,0.15,284,4G,Normal Usage
14744,165,2022-12-02,December,2022,2.98,97,4G,Normal Usage
14745,278,2022-12-02,December,2022,0.14,210,5G,Normal Usage
14746,442,2024-06-07,June,2024,4.25,47,4G,Normal Usage
14747,324,2024-01-10,January,2024,4.36,273,5G,Normal Usage
14748,477,2022-05-27,May,2022,0.68,193,4G,Normal Usage
14749,300,2022-05-02,May,2022,0.98,251,5G,Normal Usage
14750,290,2022-03-22,March,2022,1.64,282,5G,Normal Usage
14751,77,2023-11-16,November,2023,2.27,261,5G,Normal Usage
14752,298,2023-10-28,October,2023,0.85,261,4G,Normal Usage
14753,137,2023-10-24,October,2023,2.24,30,4G,Normal Usage
14754,106,2023-01-10,January,2023,0.88,104,4G,Normal Usage
14755,95,2023-07-24,July,2023,0.14,168,4G,Normal Usage
14756,135,2022-03-04,March,2022,0.01,235,4G,Normal Usage
14757,68,2023-05-19,May,2023,0.27,273,4G,Normal Usage
14758,147,2023-10-30,October,2023,3.93,229,4G,Normal Usage
14759,490,2023-03-25,March,2023,8.14,22,4G,High Usage
14760,478,2023-03-04,March,2023,1.39,163,4G,Normal Usage
14761,159,2024-05-17,May,2024,1.80,280,4G,Normal Usage
14762,384,2023-03-03,March,2023,0.40,6,4G,Normal Usage
14763,163,2023-02-25,February,2023,2.00,209,4G,Normal Usage
14764,441,2022-11-18,November,2022,0.39,252,5G,Normal Usage
14765,341,2023-11-11,November,2023,2.36,132,4G,Normal Usage
14766,189,2022-06-15,June,2022,6.77,273,4G,High Usage
14767,415,2023-08-20,August,2023,0.54,105,4G,Normal Usage
14768,339,2023-10-11,October,2023,3.62,231,4G,Normal Usage
14769,95,2023-04-06,April,2023,0.06,32,4G,Normal Usage
14770,181,2023-04-04,April,2023,1.18,78,5G,Normal Usage
14771,288,2022-07-08,July,2022,0.29,34,4G,Normal Usage
14772,322,2023-04-09,April,2023,1.09,109,4G,Normal Usage
14773,187,2023-01-14,January,2023,0.48,62,4G,Normal Usage
14774,372,2022-01-02,January,2022,1.17,296,4G,Normal Usage
14775,138,2023-09-10,September,2023,1.35,177,5G,Normal Usage
14776,130,2022-12-30,December,2022,0.89,231,4G,Normal Usage
14777,194,2022-03-13,March,2022,2.67,103,5G,Normal Usage
14778,316,2023-03-03,March,2023,6.28,293,4G,High Usage
14779,472,2023-09-30,September,2023,1.28,34,5G,Normal Usage
14780,273,2022-06-19,June,2022,0.53,193,4G,Normal Usage
14781,352,2022-07-24,July,2022,0.79,173,4G,Normal Usage
14782,144,2024-04-04,April,2024,4.81,101,5G,Normal Usage
14783,16,2022-12-03,December,2022,2.12,292,4G,Normal Usage
14784,302,2023-04-17,April,2023,1.52,84,4G,Normal Usage
14785,423,2022-07-14,July,2022,0.41,200,4G,Normal Usage
14786,245,2023-11-01,November,2023,1.49,172,4G,Normal Usage
14787,415,2023-10-15,October,2023,0.82,28,4G,Normal Usage
14788,107,2022-10-02,October,2022,7.17,296,4G,High Usage
14789,88,2022-01-07,January,2022,5.39,55,4G,Normal Usage
14790,129,2023-07-20,July,2023,0.22,15,4G,Normal Usage
14791,395,2023-09-08,September,2023,1.82,139,4G,Normal Usage
14792,375,2024-05-03,May,2024,0.64,65,4G,Normal Usage
14793,341,2024-04-29,April,2024,1.32,146,5G,Normal Usage
14794,4,2023-07-27,July,2023,5.24,157,4G,Normal Usage
14795,327,2023-08-22,August,2023,1.87,68,5G,Normal Usage
14796,410,2024-02-09,February,2024,1.02,22,4G,Normal Usage
14797,367,2022-06-27,June,2022,0.58,189,4G,Normal Usage
14798,306,2022-08-30,August,2022,4.03,247,4G,Normal Usage
14799,396,2022-07-22,July,2022,2.45,144,4G,Normal Usage
14800,95,2023-06-27,June,2023,1.58,176,4G,Normal Usage
14801,209,2024-03-11,March,2024,0.61,194,4G,Normal Usage
14802,225,2023-04-07,April,2023,1.02,12,4G,Normal Usage
14803,459,2022-03-21,March,2022,8.04,165,5G,High Usage
14804,348,2023-06-07,June,2023,1.84,149,5G,Normal Usage
14805,480,2023-02-21,February,2023,1.28,44,4G,Normal Usage
14806,321,2024-02-05,February,2024,1.84,173,4G,Normal Usage
14807,47,2023-01-19,January,2023,3.77,166,4G,Normal Usage
14808,476,2023-01-26,January,2023,1.04,196,4G,Normal Usage
14809,181,2024-06-14,June,2024,0.49,205,4G,Normal Usage
14810,106,2024-03-09,March,2024,2.20,81,4G,Normal Usage
14811,199,2023-11-19,November,2023,2.74,67,5G,Normal Usage
14812,386,2022-05-06,May,2022,3.12,96,4G,Normal Usage
14813,106,2023-05-09,May,2023,5.34,166,4G,Normal Usage
14814,280,2022-02-16,February,2022,1.16,76,5G,Normal Usage
14815,260,2023-12-19,December,2023,0.20,236,4G,Normal Usage
14816,108,2023-04-21,April,2023,7.95,195,4G,High Usage
14817,19,2023-09-11,September,2023,1.43,290,5G,Normal Usage
14818,410,2023-04-09,April,2023,2.44,135,4G,Normal Usage
14819,459,2024-02-26,February,2024,2.74,295,4G,Normal Usage
14820,296,2024-04-28,April,2024,1.98,35,4G,Normal Usage
14821,306,2022-05-03,May,2022,0.57,247,4G,Normal Usage
14822,171,2023-04-19,April,2023,3.52,253,5G,Normal Usage
14823,331,2022-05-14,May,2022,4.07,213,4G,Normal Usage
14824,493,2023-09-11,September,2023,2.01,251,4G,Normal Usage
14825,195,2024-03-27,March,2024,1.68,69,4G,Normal Usage
14826,12,2024-04-20,April,2024,0.30,233,5G,Normal Usage
14827,195,2023-07-16,July,2023,0.22,15,4G,Normal Usage
14828,490,2024-04-28,April,2024,1.04,173,4G,Normal Usage
14829,283,2023-08-30,August,2023,0.93,186,5G,Normal Usage
14830,369,2024-02-19,February,2024,7.68,293,5G,High Usage
14831,182,2022-01-23,January,2022,3.83,224,4G,Normal Usage
14832,450,2023-07-20,July,2023,2.70,273,4G,Normal Usage
14833,305,2024-06-04,June,2024,1.82,11,4G,Normal Usage
14834,144,2024-02-05,February,2024,0.46,218,4G,Normal Usage
14835,386,2022-08-23,August,2022,9.59,0,4G,High Usage
14836,316,2022-02-28,February,2022,1.18,110,4G,Normal Usage
14837,182,2022-06-13,June,2022,0.28,276,4G,Normal Usage
14838,30,2024-02-10,February,2024,1.70,128,4G,Normal Usage
14839,84,2024-04-05,April,2024,5.18,92,5G,Normal Usage
14840,166,2022-08-04,August,2022,5.46,38,4G,Normal Usage
14841,284,2022-07-02,July,2022,0.03,158,4G,Normal Usage
14842,281,2023-07-23,July,2023,5.44,185,5G,Normal Usage
14843,96,2023-10-19,October,2023,0.79,255,4G,Normal Usage
14844,381,2022-03-31,March,2022,0.10,238,4G,Normal Usage
14845,266,2022-11-07,November,2022,4.71,103,4G,Normal Usage
14846,444,2023-07-11,July,2023,4.99,28,4G,Normal Usage
14847,298,2022-09-14,September,2022,2.27,88,4G,Normal Usage
14848,296,2023-06-17,June,2023,2.14,50,4G,Normal Usage
14849,225,2023-06-17,June,2023,4.19,146,4G,Normal Usage
14850,333,2022-02-21,February,2022,3.86,35,4G,Normal Usage
14851,361,2022-12-04,December,2022,5.52,283,4G,Normal Usage
14852,374,2022-06-20,June,2022,2.01,100,4G,Normal Usage
14853,42,2022-03-08,March,2022,8.58,106,4G,High Usage
14854,303,2023-09-17,September,2023,13.90,290,4G,High Usage
14855,421,2022-10-27,October,2022,0.31,104,5G,Normal Usage
14856,246,2023-11-03,November,2023,4.74,220,4G,Normal Usage
14857,208,2024-02-17,February,2024,1.73,75,4G,Normal Usage
14858,237,2024-04-11,April,2024,1.23,226,4G,Normal Usage
14859,22,2022-08-20,August,2022,2.37,83,4G,Normal Usage
14860,185,2024-04-16,April,2024,0.14,75,5G,Normal Usage
14861,468,2022-03-09,March,2022,1.77,248,5G,Normal Usage
14862,242,2023-05-21,May,2023,5.12,254,4G,Normal Usage
14863,363,2022-01-28,January,2022,0.60,49,5G,Normal Usage
14864,283,2023-09-20,September,2023,1.39,209,4G,Normal Usage
14865,41,2022-02-20,February,2022,7.01,157,5G,High Usage
14866,336,2023-11-24,November,2023,1.40,232,4G,Normal Usage
14867,162,2022-09-17,September,2022,1.11,76,4G,Normal Usage
14868,160,2023-08-14,August,2023,1.45,222,5G,Normal Usage
14869,474,2024-02-24,February,2024,1.83,120,4G,Normal Usage
14870,89,2023-09-12,September,2023,2.50,106,5G,Normal Usage
14871,322,2023-08-09,August,2023,4.03,240,4G,Normal Usage
14872,12,2023-11-18,November,2023,1.50,27,4G,Normal Usage
14873,424,2022-07-03,July,2022,4.25,191,4G,Normal Usage
14874,73,2022-01-23,January,2022,1.91,248,4G,Normal Usage
14875,76,2024-02-25,February,2024,1.03,212,4G,Normal Usage
14876,346,2022-05-09,May,2022,2.68,20,4G,Normal Usage
14877,201,2022-10-18,October,2022,3.16,154,4G,Normal Usage
14878,10,2024-04-11,April,2024,2.04,26,5G,Normal Usage
14879,352,2023-05-16,May,2023,0.15,76,4G,Normal Usage
14880,226,2022-07-05,July,2022,0.47,56,5G,Normal Usage
14881,176,2023-04-24,April,2023,0.84,118,4G,Normal Usage
14882,276,2023-07-25,July,2023,0.83,164,4G,Normal Usage
14883,39,2023-05-07,May,2023,2.80,63,4G,Normal Usage
14884,60,2023-05-28,May,2023,0.05,47,5G,Normal Usage
14885,66,2023-10-05,October,2023,3.52,149,4G,Normal Usage
14886,321,2022-03-08,March,2022,0.77,157,4G,Normal Usage
14887,435,2024-03-15,March,2024,0.93,155,5G,Normal Usage
14888,124,2023-04-12,April,2023,1.88,150,4G,Normal Usage
14889,164,2022-10-12,October,2022,0.61,224,5G,Normal Usage
14890,408,2023-08-24,August,2023,5.40,259,4G,Normal Usage
14891,411,2023-02-21,February,2023,0.22,255,4G,Normal Usage
14892,386,2022-04-10,April,2022,1.47,60,4G,Normal Usage
14893,159,2022-07-08,July,2022,4.73,259,4G,Normal Usage
14894,57,2024-06-08,June,2024,2.39,161,5G,Normal Usage
14895,78,2024-05-07,May,2024,0.86,30,5G,Normal Usage
14896,194,2023-01-23,January,2023,1.37,70,4G,Normal Usage
14897,285,2022-08-29,August,2022,3.07,1,5G,Normal Usage
14898,15,2024-02-21,February,2024,9.05,49,4G,High Usage
14899,12,2024-01-01,January,2024,5.59,134,4G,Normal Usage
14900,101,2023-02-21,February,2023,1.05,145,4G,Normal Usage
14901,156,2022-06-25,June,2022,15.80,178,4G,High Usage
14902,340,2023-01-22,January,2023,0.01,263,4G,Normal Usage
14903,125,2023-04-16,April,2023,0.07,203,4G,Normal Usage
14904,359,2024-05-02,May,2024,4.34,298,4G,Normal Usage
14905,280,2022-08-21,August,2022,0.56,186,5G,Normal Usage
14906,405,2023-10-25,October,2023,0.16,29,5G,Normal Usage
14907,394,2023-03-28,March,2023,0.68,58,4G,Normal Usage
14908,110,2022-10-04,October,2022,1.39,8,4G,Normal Usage
14909,334,2022-08-17,August,2022,3.28,166,4G,Normal Usage
14910,357,2022-06-20,June,2022,2.45,278,5G,Normal Usage
14911,146,2024-01-05,January,2024,0.68,190,4G,Normal Usage
14912,216,2022-08-01,August,2022,1.75,241,4G,Normal Usage
14913,398,2022-10-09,October,2022,6.52,277,5G,High Usage
14914,162,2022-02-10,February,2022,4.22,153,4G,Normal Usage
14915,128,2022-05-02,May,2022,0.98,159,4G,Normal Usage
14916,314,2022-08-15,August,2022,10.08,264,4G,High Usage
14917,332,2022-10-21,October,2022,3.08,234,4G,Normal Usage
14918,150,2023-08-23,August,2023,0.16,198,5G,Normal Usage
14919,454,2022-09-24,September,2022,0.09,32,4G,Normal Usage
14920,36,2023-06-25,June,2023,0.46,88,4G,Normal Usage
14921,173,2024-01-29,January,2024,3.25,94,4G,Normal Usage
14922,420,2024-04-07,April,2024,0.51,220,4G,Normal Usage
14923,22,2023-03-27,March,2023,1.79,68,4G,Normal Usage
14924,206,2023-03-25,March,2023,0.24,293,4G,Normal Usage
14925,127,2024-01-26,January,2024,6.34,236,4G,High Usage
14926,336,2022-03-02,March,2022,1.05,159,4G,Normal Usage
14927,445,2023-05-17,May,2023,5.97,275,4G,Normal Usage
14928,356,2022-05-27,May,2022,7.25,289,4G,High Usage
14929,440,2023-11-17,November,2023,0.02,41,5G,Normal Usage
14930,217,2024-02-29,February,2024,1.56,65,4G,Normal Usage
14931,96,2022-11-30,November,2022,0.06,20,5G,Normal Usage
14932,417,2024-05-30,May,2024,5.98,69,4G,Normal Usage
14933,429,2024-06-09,June,2024,1.83,260,5G,Normal Usage
14934,164,2022-05-22,May,2022,0.19,245,4G,Normal Usage
14935,148,2022-02-13,February,2022,0.29,234,4G,Normal Usage
14936,18,2022-05-24,May,2022,1.21,271,4G,Normal Usage
14937,294,2024-05-14,May,2024,7.04,98,4G,High Usage
14938,195,2022-11-29,November,2022,2.95,34,5G,Normal Usage
14939,151,2023-05-12,May,2023,5.06,170,4G,Normal Usage
14940,480,2023-01-31,January,2023,1.14,109,4G,Normal Usage
